 Site = SRT
        Name    HHMMSS       #MJD    Freq     Elev    Amp_0    Amp_1  e_Amp_0  e_Amp_1   flux_0   flux_1 e_flux_0 e_flux_1
          3C273 171929 60835.72351 24600.0  48.3907  61.2190  65.1035   0.1285   0.1312  15.5784  15.6111   0.0777   0.0763
          3C279 172430 60835.72700 24600.0  38.9897  65.5734  71.6275   0.1847   0.1843  16.6979  17.1963   0.0892   0.0888
       1354+195 172957 60835.73078 24600.0  50.8688   6.4690   7.0663   0.0685   0.0534   1.6463   1.6942   0.0191   0.0149
     PKS1441+25 173315 60835.74528 24600.0  49.3763   1.0679   1.1470   0.0271   0.0240   0.2717   0.2750   0.0070   0.0059
       1334-127 175629 60835.74922 24600.0  31.5141  19.8971  22.2502   0.1130   0.0916   5.0563   5.3228   0.0373   0.0335
       1611+343 180239 60835.75349 24600.0  38.9155   5.1990   5.7606   0.0857   0.0567   1.3229   1.3815   0.0226   0.0149
     PG1553+113 194627 60835.83121 24600.0  49.6482   1.1690   1.2968   0.0387   0.0265   0.2974   0.3110   0.0100   0.0065
       1510-089 195947 60835.83483 24600.0  37.7614   7.9723   8.7960   0.0908   0.0651   2.0286   2.1102   0.0249   0.0183
       1606+105 200503 60835.83849 24600.0  48.7136   5.1477   5.8068   0.0691   0.0558   1.3097   1.3927   0.0186   0.0148
       1730-130 000932 60836.00827 24600.0  36.9887  11.6828  12.9987   0.0722   0.0574   2.9728   3.1204   0.0228   0.0199
       1741-038 001432 60836.01174 24600.0  46.3439  15.3771  16.9952   0.0686   0.0619   3.9159   4.0779   0.0249   0.0235
       1830-211 001947 60836.01539 24600.0  29.2505  26.5532  29.2553   0.1141   0.0986   6.7616   7.0277   0.0441   0.0416
       1633+382 002626 60836.02000 24600.0  69.7944   6.0464   6.7788   0.0823   0.0555   1.5385   1.6256   0.0221   0.0151
          3C345 003114 60836.02333 24600.0  70.6328  29.7140  34.0989   0.0998   0.1067   7.5584   8.1754   0.0427   0.0445
         Mrk501 003416 60836.02545 24600.0  72.1198   3.4951   3.9952   0.0682   0.0488   0.8895   0.9582   0.0178   0.0125
       1807+698 004030 60836.02983 24600.0  59.4572   5.7465   6.4418   0.0639   0.0462   1.4630   1.5455   0.0177   0.0132
    1ES1959+650 024025 60836.12537 24600.0  63.2212   0.6999   0.7930   0.0209   0.0396   0.1781   0.1902   0.0054   0.0095
          3C380 031731 60836.13882 24600.0  60.0118   6.8886   7.7173   0.0552   0.0440   1.7523   1.8505   0.0164   0.0134
       2223-052 032504 60836.14406 24600.0  42.9957  15.2068  17.0231   0.0782   0.0654   3.8723   4.0814   0.0266   0.0240
       2230+114 033015 60836.14766 24600.0  58.3703  30.0160  33.8558   0.0864   0.0762   7.6373   8.1186   0.0412   0.0405
        3C454.3 033512 60836.15110 24600.0  60.1842  44.3421  50.1113   0.0974   0.0936  11.2832  12.0162   0.0567   0.0580
          BLLAC 034122 60836.15636 24600.0  84.1466  11.6157  12.8683   0.0670   0.0623   2.9545   3.0831   0.0217   0.0205
        NRAO150 053614 60836.23514 23700.0  42.7341  42.3744  42.3110   0.1103   0.0998  10.7830  10.1496   0.0563   0.0511
       0235+164 054157 60836.23911 23700.0  44.2076   6.7260   6.7136   0.0571   0.0549   1.7129   1.6094   0.0166   0.0151
       0336-019 054725 60836.24291 23700.0  21.7217   6.2044   6.2471   0.1333   0.0810   1.5787   1.4983   0.0347   0.0206
       2344+092 055324 60836.24707 23700.0  60.1585   4.3621   4.3494   0.0573   0.0451   1.1100   1.0430   0.0154   0.0118
       0420-014 061350 60836.26126 23700.0  18.8750  30.7443  30.1651   0.1605   0.1456   7.8258   7.2406   0.0542   0.0478
       0440-003 061838 60836.26459 23700.0  16.8743   6.1461   6.0853   0.1831   0.1036   1.5639   1.4597   0.0471   0.0258
    TXS0506+056 062147 60836.26772 23700.0  16.5302   5.0534   5.0199   0.1190   0.0784   1.2859   1.2039   0.0308   0.0196
       0528+134 062800 60836.27298 23700.0  18.7112   9.0918   9.0810   0.1239   0.0762   2.3134   2.1778   0.0332   0.0208
    1ES2344+514 063738 60836.29004 23700.0  73.7004   0.6274   0.6386   0.0211   0.0165   0.1597   0.1531   0.0054   0.0040
        NRAO150 071546 60836.30427 23700.0  58.3029  42.9803  42.2798   0.1149   0.0970  10.9366  10.1399   0.0575   0.0510
       0235+164 072201 60836.30860 23700.0  60.9018   6.8452   6.7347   0.0730   0.0474   1.7416   1.6151   0.0202   0.0135
       0336-019 072729 60836.31240 23700.0  38.0137   5.8664   5.8259   0.0895   0.0586   1.4934   1.3972   0.0239   0.0154
       2344+092 073355 60836.31686 23700.0  52.6581   3.9567   3.9745   0.0630   0.0481   1.0066   0.9531   0.0167   0.0123
       0420-014 075425 60836.33111 23700.0  35.9322  29.0672  28.1408   0.1266   0.1295   7.3968   6.7488   0.0473   0.0433
       0440-003 075914 60836.33445 23700.0  34.5071   5.9304   5.8401   0.0866   0.0634   1.5095   1.4006   0.0232   0.0164
    TXS0506+056 080225 60836.33760 23700.0  35.2296   4.8255   4.7833   0.0934   0.0549   1.2279   1.1473   0.0244   0.0142
       0528+134 080841 60836.34290 23700.0  38.0094   9.2089   8.9997   0.0628   0.0547   2.3439   2.1582   0.0192   0.0163
    PKS1222+216 180713 60857.75694  4825.0  67.7611  18.7990  20.3844   0.1287   0.1504   1.4606   1.4650   0.0151   0.0154
          3C273 181114 60857.75967  4825.0  50.0706 324.4239 349.2616   0.4516   0.4859  25.1454  25.1038   0.1895   0.1914
          3C279 181449 60857.76219  4825.0  43.8329 -99.0000 -99.0000 -99.0000 -99.0000 -99.0000 -99.0000 -99.0000 -99.0000
       1334-127 181829 60857.76473  4825.0  37.4190  24.7693  26.4088   0.1089   0.1348   1.9197   1.8991   0.0165   0.0173
       1354+195 182254 60857.76778  4825.0  69.3782  23.1151  24.5204   0.0948   0.1259   1.7931   1.7615   0.0152   0.0161
     PKS1441+25 182656 60857.77819  4825.0  72.1859   4.2033   4.3180   0.0759   0.0800   0.3258   0.3105   0.0064   0.0063
       1510-089 184224 60857.78135  4825.0  38.4336  23.4051  25.1656   0.1219   0.1296   1.8160   1.8073   0.0168   0.0166
     PG1553+113 185357 60857.79260  4825.0  54.0294   3.5897   3.8911   0.0725   0.0940   0.2767   0.2792   0.0061   0.0073
       1606+105 190206 60857.79502  4825.0  52.1257  19.8754  21.4513   0.1054   0.1096   1.5407   1.5385   0.0140   0.0142
       1830-211 232502 60857.97762  4825.0  29.4297  97.2348 104.7841   0.1742   0.1831   7.5389   7.5306   0.0575   0.0579
       1730-130 233641 60857.98571  4825.0  34.0848  53.9312  57.9988   0.1195   0.1284   4.1804   4.1682   0.0324   0.0326
       1741-038 234022 60857.98824  4825.0  43.4011  30.7866  33.0039   0.1162   0.1146   2.3862   2.3719   0.0200   0.0196
       1611+343 234500 60857.99153  4825.0  55.9697  36.7873  39.7369   0.1005   0.1184   2.8516   2.8561   0.0225   0.0230
       1633+382 234837 60857.99403  4825.0  60.6500  27.7617  29.9225   0.0935   0.0985   2.1517   2.1506   0.0175   0.0176
          3C345 235207 60857.99647  4825.0  61.8297  93.0233 100.6471   0.1747   0.1615   7.2101   7.2395   0.0551   0.0556
         Mrk501 235539 60857.99891  4825.0  63.2094  18.5958  19.9385   0.0969   0.0968   1.4420   1.4326   0.0132   0.0129
       1807+698 000022 60858.00233  4825.0  58.2642  24.1567  26.0889   0.0803   0.0918   1.8723   1.8750   0.0152   0.0155
          BLLAC 000541 60858.00586  4825.0  60.0952  36.3134  39.0219   0.1167   0.1259   2.8111   2.7906   0.0228   0.0238
    1ES1959+650 001020 60858.01843  4825.0  64.1304   3.1193   3.2995   0.0454   0.0473   0.2417   0.2368   0.0040   0.0038
    PKS1222+216 170412 60857.71292 24600.0  71.7345   1.5819   1.8675   0.1063   0.5265   0.6199 -99.0000   0.0423 -99.0000
          3C273 170935 60857.71664 24600.0  52.4128  29.3999  31.5181   0.1274   0.1778  11.4973  11.3180   0.1418   0.1503
          3C279 171433 60857.72010 24600.0  44.2457  26.2578  28.9978   0.1121   0.1921  10.3243  10.4757   0.1258   0.1350
     PKS1441+25 172330 60857.73791 24600.0  63.4863 -99.0000 -99.0000 -99.0000 -99.0000 -99.0000 -99.0000 -99.0000 -99.0000
       1334-127 174659 60857.74261 24600.0  36.8643   9.2071  10.3544   0.1043   0.1947   3.6074   3.7279   0.0588   0.0834
       1730-130 223403 60857.94196 24600.0  37.2083   8.1816   9.0129   0.0806   0.0693   3.2006   3.2210   0.0483   0.0435
       1741-038 223903 60857.94544 24600.0  46.5427  10.4543  11.4344   0.0902   0.0573   4.0796   4.1281   0.0588   0.0501
       1830-211 224420 60857.94911 24600.0  29.0353  16.9503  19.0225   0.1233   0.1247   6.5971   6.7864   0.0922   0.0902
       1633+382 225059 60857.95373 24600.0  71.5229   4.3748   4.8589   0.1108   0.0947   1.7181   1.7475   0.0482   0.0408
          3C345 225547 60857.95706 24600.0  72.3403  20.4031  23.3976   0.0812   0.0839   7.9958   8.4148   0.0965   0.0977
         Mrk501 225850 60857.95918 24600.0  73.8318   2.4330   2.9435   0.0696   0.0566   0.9512   1.0592   0.0296   0.0235
       1807+698 230506 60857.96358 24600.0  59.5703   4.1224   4.5361   0.0678   0.0487   1.6172   1.6319   0.0326   0.0251
        NRAO150 035835 60858.16761  4825.0  40.8115 104.4853 112.6509   0.1641   0.1739   7.9620   7.9542   0.1189   0.1201
       0336-019 040307 60858.17181  4825.0  18.6293  14.4534  15.5312   0.0990   0.1000   1.1013   1.0966   0.0180   0.0179
       0420-014 040820 60858.17435  4825.0  11.4356  72.3766  78.1496   0.1721   0.1821   5.5247   5.5208   0.0831   0.0839
       0440-003 041150 60858.17786  4825.0   9.3865  23.6831  25.5457   0.1191   0.1153   1.8050   1.8041   0.0283   0.0283
    TXS0506+056 041656 60858.18248  4825.0   9.3158  15.0359  16.1988   0.0915   0.0978   1.1460   1.1437   0.0185   0.0185
    1ES1959+650 014910 60858.08979 24600.0  61.3884   0.4964   0.5414   0.0278   0.0176   0.2022   0.1928   0.0115   0.0065
          3C380 022527 60858.10266 24600.0  54.3232   4.7945   5.4341   0.0614   0.0469   1.9528   1.9353   0.0307   0.0240
       2223-052 023248 60858.10777 24600.0  45.0114  10.9336  12.3508   0.0657   0.0586   4.4526   4.3996   0.0487   0.0444
       2230+114 023802 60858.11140 24600.0  61.2899  19.8561  22.8656   0.0660   0.0700   8.0861   8.1506   0.0786   0.0769
        3C454.3 024259 60858.11484 24600.0  64.2102  29.2630  33.7814   0.0682   0.0652  11.9260  12.0373   0.1125   0.1098
        NRAO150 050155 60858.21132 24600.0  50.8435  24.1166  26.9625   0.1070   0.0759   9.7804   9.6229   0.1005   0.0901
       0235+164 051224 60858.21859 24600.0  54.3154   3.6887   4.1639   0.0757   0.0527   1.5021   1.4832   0.0338   0.0230
       0336-019 051752 60858.22240 24600.0  31.4908   3.1623   3.6891   0.0795   0.0677   1.2901   1.3125   0.0348   0.0269
       2344+092 052410 60858.22677 24600.0  57.5290   2.3656   2.6954   0.0470   0.0467   0.9634   0.9597   0.0211   0.0188
       0420-014 054442 60858.24103 24600.0  29.0209  14.7638  16.5713   0.1051   0.0935   6.0362   5.9131   0.0708   0.0629
       0440-003 054929 60858.24435 24600.0  27.2790   3.0645   3.5178   0.1322   0.0833   1.2481   1.2547   0.0551   0.0320
    TXS0506+056 055239 60858.24748 24600.0  27.3997   2.8075   3.0107   0.1031   0.0667   1.1435   1.0721   0.0433   0.0258
       0528+134 055854 60858.25277 24600.0  29.7910   4.8627   5.3830   0.0536   0.0530   1.9780   1.9121   0.0284   0.0255
    1ES2344+514 060910 60858.26437 24600.0  67.3944   0.3939   0.4726   0.0358   0.0287   0.1604   0.1683   0.0146   0.0104
    1ES2344+514 093617 60860.41094  4825.0  34.3867   2.8747   3.1111   0.0403   0.0433   0.2297   0.2299   0.0047   0.0048
       0528+134 095507 60860.41621  4825.0  64.0138  16.5960  17.9635   0.0759   0.0940   1.3256   1.3269   0.0209   0.0215
       0716+714 100309 60860.42095  4825.0  55.0136  16.4085  17.7102   0.0890   0.0864   1.3110   1.3083   0.0210   0.0211
       0736+017 100914 60860.42606  4825.0  43.1622  17.6526  19.2567   0.1163   0.1346   1.4156   1.4136   0.0233   0.0240
       0735+178 101434 60860.43085  4825.0  57.2206  18.0637  19.5090   0.0850   0.0832   1.4446   1.4425   0.0228   0.0229
       0827+243 102130 60860.43350  4825.0  52.7035  10.6220  11.4254   0.1061   0.1138   0.8495   0.8455   0.0154   0.0155
       0829+046 103457 60860.44284  4825.0  41.3882   9.1443   9.9491   0.1765   0.2294   0.7256   0.7307   0.0189   0.0214
          3c207 103831 60860.44530  4825.0  46.9919 -99.0000 -99.0000 -99.0000 -99.0000 -99.0000 -99.0000 -99.0000 -99.0000
          3c207 104216 60860.44792  4825.0  47.6401  25.7141  27.8322   0.1440   0.1530   2.0544   2.0565   0.0330   0.0335
       0836+710 104734 60860.45178  4825.0  53.3297  36.0312  38.9220   0.0983   0.1112   2.8757   2.8758   0.0440   0.0448
          OJ287 105302 60860.45540  4825.0  51.7050  36.8184  39.7395   0.1535   0.1316   2.9387   2.9355   0.0462   0.0460
       0954+658 105756 60860.46120  4825.0  50.4790  13.4106  14.5256   0.0628   0.0585   1.0708   1.0727   0.0169   0.0170
         MRK421 110533 60860.46519  4825.0  38.6762   6.4389   6.9601   0.0662   0.0795   0.5142   0.5154   0.0094   0.0099
         MRK421 120638 60860.50813 24600.0  50.3035   0.8859   0.8997   0.0866   0.0599   0.4028   0.3745   0.0400   0.0257
           3C84 121646 60860.51330 24600.0  40.8213 109.3442 120.7971   0.3050   0.3263  50.3052  50.8747   0.8893   0.8185
       0716+714 122239 60860.51744 24600.0  57.9955   2.8912   3.4642   0.1362   0.1181   1.3138   1.4357   0.0675   0.0562
       0736+017 123044 60860.52299 24600.0  51.7817   5.5263   6.2504   0.2297   0.1784   2.5155   2.5871   0.1136   0.0851
       0735+178 123556 60860.52755 24600.0  67.3240   3.4176   3.5838   0.1930   0.1726   1.5444   1.4964   0.0919   0.0763
       0827+243 124245 60860.53134 24600.0  74.0710 -99.0000 -99.0000 -99.0000 -99.0000 -99.0000 -99.0000 -99.0000 -99.0000
       0829+046 124622 60860.53479 24600.0  54.7486 -99.0000 -99.0000 -99.0000 -99.0000 -99.0000 -99.0000 -99.0000 -99.0000
          3c207 125058 60860.53705 24600.0  63.2220   1.5345   0.8113   2.4247   0.3948   0.6979   0.3374   1.1029   0.1643
       0836+710 125853 60860.54261 24600.0  58.6257 -99.0000 -99.0000 -99.0000 -99.0000 -99.0000 -99.0000 -99.0000 -99.0000
          OJ287 130649 60860.54805 24600.0  70.0843 -99.0000 -99.0000 -99.0000 -99.0000 -99.0000 -99.0000 -99.0000 -99.0000


