MJD,Freq,Flux,Flux_err,Source
54277.973,43000.0,4.65,0.598,2200+420
54320.786,43000.0,4.453,0.523,2200+420
54320.838,43000.0,4.213,0.481,2200+420
54320.869,43000.0,4.231,0.512,2200+420
54321.786,43000.0,4.773,0.505,2200+420
54321.838,43000.0,4.677,0.553,2200+420
54321.869,43000.0,4.502,0.54,2200+420
54322.786,43000.0,4.86,0.567,2200+420
54322.838,43000.0,4.431,0.51,2200+420
54322.869,43000.0,4.14,0.49,2200+420
54366.714,43000.0,4.569,0.51,2200+420
54366.744,43000.0,4.196,0.526,2200+420
54389.62,43000.0,5.111,0.557,2200+420
54389.671,43000.0,5.539,0.602,2200+420
54389.699,43000.0,5.232,0.635,2200+420
54390.619,43000.0,5.733,0.575,2200+420
54390.674,43000.0,4.794,1.022,2200+420
54422.504,43000.0,4.331,0.59,2200+420
54422.557,43000.0,5.025,0.643,2200+420
54422.588,43000.0,4.656,0.58,2200+420
54424.505,43000.0,4.322,0.562,2200+420
54424.557,43000.0,4.942,0.635,2200+420
54424.588,43000.0,5.127,0.642,2200+420
54435.515,43000.0,3.726,0.773,2200+420
54435.546,43000.0,3.735,0.664,2200+420
54437.505,43000.0,3.867,0.801,2200+420
54437.557,43000.0,3.771,0.627,2200+420
54437.588,43000.0,4.482,0.705,2200+420
54474.713,43000.0,4.313,0.641,2200+420
54474.734,43000.0,4.32,0.591,2200+420
54477.651,43000.0,4.215,0.666,2200+420
54479.38,43000.0,3.644,0.528,2200+420
54479.432,43000.0,3.089,0.455,2200+420
54479.463,43000.0,3.529,0.552,2200+420
54480.432,43000.0,3.213,0.47,2200+420
54480.462,43000.0,2.965,0.465,2200+420
54505.297,43000.0,2.14,0.313,2200+420
54505.349,43000.0,2.42,0.344,2200+420
54506.266,43000.0,2.155,0.268,2200+420
54506.314,43000.0,2.305,0.294,2200+420
54506.349,43000.0,2.229,0.302,2200+420
54507.296,43000.0,2.385,0.307,2200+420
54507.349,43000.0,2.375,0.315,2200+420
54507.379,43000.0,2.164,0.312,2200+420
54523.254,43000.0,2.324,0.276,2200+420
54523.307,43000.0,2.44,0.279,2200+420
54523.338,43000.0,2.235,0.278,2200+420
54556.164,43000.0,1.761,0.216,2200+420
54556.212,43000.0,1.839,0.226,2200+420
54556.241,43000.0,1.827,0.28,2200+420
54557.13,43000.0,1.709,0.201,2200+420
54557.182,43000.0,1.633,0.226,2200+420
54557.213,43000.0,1.876,0.242,2200+420
54580.046,43000.0,1.962,0.206,2200+420
54580.098,43000.0,2.077,0.225,2200+420
54580.13,43000.0,2.225,0.246,2200+420
54581.046,43000.0,2.172,0.251,2200+420
54581.098,43000.0,2.208,0.252,2200+420
54581.13,43000.0,2.277,0.244,2200+420
54597.005,43000.0,3.102,0.387,2200+420
54597.057,43000.0,2.74,0.347,2200+420
54597.088,43000.0,2.526,0.298,2200+420
54598.088,43000.0,2.755,0.515,2200+420
54599.001,43000.0,3.068,0.416,2200+420
54611.046,43000.0,2.798,0.297,2200+420
54611.963,43000.0,3.172,0.312,2200+420
54612.046,43000.0,2.862,0.322,2200+420
54612.963,43000.0,2.78,0.285,2200+420
54613.016,43000.0,2.924,0.304,2200+420
54613.046,43000.0,2.827,0.321,2200+420
54641.963,43000.0,2.93,0.435,2200+420
54642.963,43000.0,2.837,0.39,2200+420
54643.963,43000.0,2.785,0.388,2200+420
54658.921,43000.0,3.008,0.514,2200+420
54679.88,43000.0,3.083,0.36,2200+420
54680.88,43000.0,2.999,0.358,2200+420
54681.88,43000.0,2.966,0.368,2200+420
54682.881,43000.0,3.124,0.387,2200+420
54708.828,43000.0,2.738,0.339,2200+420
54709.762,43000.0,2.872,0.315,2200+420
54709.802,43000.0,2.73,0.354,2200+420
54710.758,43000.0,2.484,0.29,2200+420
54710.798,43000.0,2.716,0.334,2200+420
54710.827,43000.0,2.562,0.32,2200+420
54743.62,43000.0,2.995,0.429,2200+420
54743.671,43000.0,3.289,0.578,2200+420
54743.702,43000.0,3.426,0.602,2200+420
54744.619,43000.0,2.792,0.441,2200+420
54744.671,43000.0,2.736,0.488,2200+420
54744.702,43000.0,3.452,0.585,2200+420
54745.62,43000.0,2.686,0.448,2200+420
54745.671,43000.0,2.427,0.399,2200+420
54745.702,43000.0,2.766,0.486,2200+420
54779.504,43000.0,3.275,0.478,2200+420
54779.558,43000.0,3.219,0.513,2200+420
54779.588,43000.0,2.804,0.46,2200+420
54780.505,43000.0,2.873,0.489,2200+420
54780.557,43000.0,3.111,0.47,2200+420
54780.588,43000.0,3.159,0.502,2200+420
54781.557,43000.0,3.38,0.499,2200+420
54781.589,43000.0,3.027,0.503,2200+420
54807.505,43000.0,2.684,0.387,2200+420
54807.588,43000.0,2.398,0.376,2200+420
54808.505,43000.0,2.588,0.381,2200+420
54808.556,43000.0,2.588,0.404,2200+420
54808.588,43000.0,3.01,0.468,2200+420
54809.557,43000.0,2.567,0.43,2200+420
54809.588,43000.0,2.813,0.418,2200+420
54841.379,43000.0,4.029,0.694,2200+420
54841.431,43000.0,3.396,0.641,2200+420
54842.379,43000.0,2.61,0.62,2200+420
54842.432,43000.0,3.042,0.565,2200+420
54877.348,43000.0,2.809,0.5,2200+420
54877.38,43000.0,3.493,0.555,2200+420
54879.348,43000.0,2.887,0.542,2200+420
54879.38,43000.0,3.608,0.654,2200+420
54930.182,43000.0,3.031,0.341,2200+420
54930.213,43000.0,3.245,0.374,2200+420
54931.182,43000.0,3.029,0.365,2200+420
54959.056,43000.0,4.394,0.504,2200+420
54959.088,43000.0,4.572,0.545,2200+420
54960.088,43000.0,4.222,0.509,2200+420
54961.057,43000.0,4.207,0.514,2200+420
54961.088,43000.0,4.414,0.542,2200+420
55008.932,43000.0,4.698,0.576,2200+420
55008.963,43000.0,4.891,0.598,2200+420
55009.932,43000.0,4.47,0.565,2200+420
55009.963,43000.0,4.611,0.571,2200+420
55010.932,43000.0,4.61,0.529,2200+420
55010.963,43000.0,4.709,0.56,2200+420
55167.504,43000.0,4.091,0.613,2200+420
55167.556,43000.0,3.775,0.581,2200+420
55167.588,43000.0,4.117,0.68,2200+420
55168.505,43000.0,4.021,0.588,2200+420
55168.557,43000.0,4.088,0.619,2200+420
55168.589,43000.0,4.545,0.762,2200+420
55209.463,43000.0,4.506,0.574,2200+420
55211.379,43000.0,3.835,0.435,2200+420
55211.431,43000.0,4.59,0.557,2200+420
53354.52,5000.0,2.561,0.035,2200+420
53354.562,5000.0,2.559,0.046,2200+420
53356.52,5000.0,2.462,0.122,2200+420
53356.568,5000.0,2.449,0.051,2200+420
53356.575,5000.0,2.446,0.071,2200+420
53357.52,5000.0,2.417,0.032,2200+420
53357.568,5000.0,2.363,0.036,2200+420
53357.575,5000.0,2.348,0.044,2200+420
53358.52,5000.0,2.4,0.035,2200+420
53358.568,5000.0,2.363,0.046,2200+420
53358.575,5000.0,2.357,0.033,2200+420
53359.52,5000.0,2.48,0.033,2200+420
53359.568,5000.0,2.407,0.03,2200+420
53359.575,5000.0,2.401,0.031,2200+420
53382.436,5000.0,2.778,0.043,2200+420
53384.399,5000.0,2.85,0.042,2200+420
53385.399,5000.0,2.87,0.042,2200+420
53386.434,5000.0,2.747,0.04,2200+420
53387.434,5000.0,2.738,0.042,2200+420
53445.258,5000.0,3.611,0.061,2200+420
53446.259,5000.0,3.578,0.06,2200+420
53448.254,5000.0,3.589,0.06,2200+420
53449.254,5000.0,3.508,0.06,2200+420
53450.238,5000.0,3.449,0.06,2200+420
53451.258,5000.0,3.471,0.06,2200+420
53457.168,5000.0,3.961,0.111,2200+420
53457.176,5000.0,3.929,0.113,2200+420
53457.468,5000.0,3.861,0.103,2200+420
53457.476,5000.0,3.914,0.112,2200+420
53478.169,5000.0,3.4,0.098,2200+420
53478.472,5000.0,3.359,0.1,2200+420
53483.077,5000.0,3.222,0.057,2200+420
53484.172,5000.0,3.273,0.056,2200+420
53485.077,5000.0,3.323,0.059,2200+420
53486.172,5000.0,3.368,0.06,2200+420
53487.08,5000.0,3.212,0.057,2200+420
53503.415,5000.0,3.853,0.107,2200+420
53511.069,5000.0,3.978,0.12,2200+420
53511.319,5000.0,4.019,0.115,2200+420
53543.996,5000.0,4.452,0.114,2200+420
53544.305,5000.0,4.284,0.112,2200+420
53577.007,5000.0,4.404,0.128,2200+420
53577.323,5000.0,4.305,0.137,2200+420
53577.801,5000.0,4.295,0.133,2200+420
53578.073,5000.0,4.368,0.132,2200+420
53587.802,5000.0,4.426,0.14,2200+420
53587.937,5000.0,4.433,0.135,2200+420
53605.722,5000.0,4.02,0.117,2200+420
53606.023,5000.0,4.098,0.109,2200+420
53629.825,5000.0,4.444,0.115,2200+420
53630.165,5000.0,4.608,0.136,2200+420
53638.927,5000.0,4.401,0.105,2200+420
53639.125,5000.0,4.391,0.105,2200+420
53639.756,5000.0,4.39,0.11,2200+420
53639.882,5000.0,4.397,0.112,2200+420
53640.034,5000.0,4.297,0.111,2200+420
53766.308,5000.0,3.617,0.121,2200+420
53770.462,5000.0,3.673,0.11,2200+420
53826.4,5000.0,3.493,0.115,2200+420
53975.102,5000.0,2.994,0.116,2200+420
53975.111,5000.0,2.824,0.092,2200+420
54012.001,5000.0,2.798,0.089,2200+420
54012.01,5000.0,2.663,0.08,2200+420
54023.752,5000.0,2.363,0.07,2200+420
54023.761,5000.0,2.353,0.068,2200+420
54200.183,5000.0,2.881,0.085,2200+420
54200.192,5000.0,2.808,0.075,2200+420
54276.204,5000.0,3.058,0.111,2200+420
54290.18,5000.0,3.322,0.064,2200+420
54290.189,5000.0,3.348,0.069,2200+420
54297.167,5000.0,3.823,0.108,2200+420
54297.176,5000.0,3.802,0.11,2200+420
54348.895,5000.0,3.683,0.108,2200+420
54373.957,5000.0,3.35,0.089,2200+420
54373.966,5000.0,3.337,0.087,2200+420
54396.898,5000.0,3.787,0.097,2200+420
54396.907,5000.0,3.806,0.093,2200+420
54563.399,5000.0,2.404,0.199,2200+420
54563.408,5000.0,2.552,0.226,2200+420
54723.885,5000.0,2.272,0.147,2200+420
54723.894,5000.0,2.564,0.111,2200+420
54912.541,5000.0,2.89,0.251,2200+420
54912.55,5000.0,2.931,0.272,2200+420
54953.513,5000.0,3.083,0.383,2200+420
54953.523,5000.0,3.289,0.35,2200+420
55003.269,5000.0,3.453,0.183,2200+420
55034.202,5000.0,3.885,0.241,2200+420
55034.212,5000.0,3.824,0.23,2200+420
55063.157,5000.0,3.924,0.19,2200+420
55063.167,5000.0,4.064,0.285,2200+420
55099.973,5000.0,4.28,0.103,2200+420
55099.982,5000.0,4.273,0.104,2200+420
55121.961,5000.0,4.201,0.118,2200+420
55121.971,5000.0,4.041,0.114,2200+420
55209.653,5000.0,4.0,0.109,2200+420
55209.663,5000.0,3.972,0.109,2200+420
53349.751,8000.0,3.157,0.09,2200+420
53349.858,8000.0,3.228,0.1,2200+420
53350.42,8000.0,3.198,0.114,2200+420
53350.529,8000.0,3.24,0.104,2200+420
53350.615,8000.0,3.181,0.104,2200+420
53350.729,8000.0,3.167,0.088,2200+420
53350.831,8000.0,3.188,0.093,2200+420
53350.911,8000.0,3.083,0.12,2200+420
53351.385,8000.0,3.36,0.105,2200+420
53351.496,8000.0,3.193,0.1,2200+420
53351.603,8000.0,3.036,0.106,2200+420
53351.716,8000.0,3.247,0.095,2200+420
53351.818,8000.0,3.26,0.099,2200+420
53351.907,8000.0,3.164,0.105,2200+420
53352.367,8000.0,3.229,0.109,2200+420
53352.493,8000.0,3.075,0.093,2200+420
53382.538,8000.0,4.066,0.129,2200+420
53383.375,8000.0,3.843,0.122,2200+420
53383.413,8000.0,3.856,0.123,2200+420
53383.617,8000.0,3.918,0.125,2200+420
53387.782,8000.0,3.322,0.126,2200+420
53413.264,8000.0,3.842,0.094,2200+420
53417.604,8000.0,3.474,0.156,2200+420
53457.316,8000.0,4.852,0.168,2200+420
53457.324,8000.0,4.771,0.158,2200+420
53457.61,8000.0,4.812,0.165,2200+420
53457.618,8000.0,4.67,0.16,2200+420
53464.196,8000.0,4.953,0.075,2200+420
53464.238,8000.0,4.987,0.078,2200+420
53465.19,8000.0,4.891,0.084,2200+420
53465.24,8000.0,4.841,0.078,2200+420
53511.487,8000.0,5.019,0.15,2200+420
53544.969,8000.0,5.319,0.342,2200+420
53545.262,8000.0,4.995,0.201,2200+420
53576.85,8000.0,5.268,0.143,2200+420
53577.126,8000.0,4.909,0.15,2200+420
53577.961,8000.0,4.975,0.16,2200+420
53578.169,8000.0,4.977,0.162,2200+420
53587.873,8000.0,5.324,0.136,2200+420
53605.888,8000.0,4.362,0.158,2200+420
53606.197,8000.0,4.604,0.173,2200+420
53629.864,8000.0,4.571,0.154,2200+420
53630.065,8000.0,4.591,0.165,2200+420
53630.182,8000.0,4.681,0.164,2200+420
53637.699,8000.0,4.771,0.127,2200+420
53638.015,8000.0,4.685,0.131,2200+420
53698.575,8000.0,4.038,0.148,2200+420
53698.868,8000.0,4.149,0.147,2200+420
53720.795,8000.0,4.845,0.134,2200+420
53721.617,8000.0,4.659,0.143,2200+420
53722.692,8000.0,4.876,0.133,2200+420
53740.463,8000.0,5.181,0.115,2200+420
53741.43,8000.0,5.246,0.12,2200+420
53741.462,8000.0,5.199,0.116,2200+420
53742.352,8000.0,5.436,0.122,2200+420
53742.402,8000.0,5.357,0.12,2200+420
53742.427,8000.0,5.33,0.119,2200+420
53742.811,8000.0,5.13,0.152,2200+420
53743.325,8000.0,5.39,0.164,2200+420
53743.838,8000.0,5.22,0.168,2200+420
53744.341,8000.0,5.335,0.14,2200+420
53765.751,8000.0,4.443,0.24,2200+420
53766.479,8000.0,3.981,0.185,2200+420
53771.463,8000.0,3.141,0.143,2200+420
53771.471,8000.0,3.317,0.137,2200+420
53805.371,8000.0,3.439,0.128,2200+420
53805.38,8000.0,3.872,0.124,2200+420
53851.241,8000.0,3.988,0.206,2200+420
53851.25,8000.0,3.245,0.262,2200+420
53851.259,8000.0,3.628,0.223,2200+420
53860.193,8000.0,3.353,0.129,2200+420
53861.194,8000.0,3.317,0.108,2200+420
53908.213,8000.0,3.253,0.119,2200+420
53956.133,8000.0,3.107,0.137,2200+420
53974.066,8000.0,2.884,0.085,2200+420
54010.959,8000.0,2.424,0.102,2200+420
54022.866,8000.0,2.52,0.105,2200+420
54037.856,8000.0,2.185,0.085,2200+420
54037.888,8000.0,2.292,0.096,2200+420
54058.825,8000.0,2.67,0.112,2200+420
54079.785,8000.0,3.177,0.144,2200+420
54098.759,8000.0,2.851,0.089,2200+420
54121.702,8000.0,2.997,0.091,2200+420
54149.612,8000.0,3.191,0.102,2200+420
54199.483,8000.0,3.293,0.086,2200+420
54220.497,8000.0,3.264,0.105,2200+420
54275.168,8000.0,3.752,0.139,2200+420
54289.154,8000.0,3.873,0.062,2200+420
54296.226,8000.0,4.217,0.137,2200+420
54325.135,8000.0,3.937,0.124,2200+420
54344.043,8000.0,4.006,0.248,2200+420
54372.975,8000.0,3.631,0.102,2200+420
54420.846,8000.0,4.198,0.129,2200+420
54435.797,8000.0,3.85,0.179,2200+420
54476.69,8000.0,3.56,0.228,2200+420
54512.534,8000.0,2.373,0.09,2200+420
54576.415,8000.0,2.224,0.106,2200+420
54605.336,8000.0,2.415,0.233,2200+420
54641.255,8000.0,2.671,0.091,2200+420
54653.187,8000.0,2.587,0.102,2200+420
54667.164,8000.0,2.438,0.095,2200+420
54688.116,8000.0,2.8,0.08,2200+420
54723.046,8000.0,2.582,0.242,2200+420
54777.858,8000.0,2.781,0.163,2200+420
54951.458,8000.0,3.33,0.248,2200+420
55004.236,8000.0,4.254,0.189,2200+420
55035.187,8000.0,3.969,0.171,2200+420
55064.023,8000.0,3.955,0.112,2200+420
55077.054,8000.0,4.19,0.142,2200+420
55100.955,8000.0,4.355,0.071,2200+420
55122.926,8000.0,4.315,0.109,2200+420
55207.634,8000.0,4.412,0.284,2200+420
53751.494,22000.0,6.128,0.51,2223-052
53772.5,22000.0,5.156,0.422,2223-052
53772.508,22000.0,5.809,0.427,2223-052
53772.517,22000.0,4.996,0.427,2223-052
53806.405,22000.0,5.926,1.798,2223-052
53862.269,22000.0,5.918,0.424,2223-052
53862.283,22000.0,6.051,0.467,2223-052
53927.096,22000.0,7.802,1.084,2223-052
53955.005,22000.0,7.095,0.595,2223-052
53955.018,22000.0,6.263,0.546,2223-052
53972.961,22000.0,5.971,0.45,2223-052
53972.974,22000.0,6.215,0.473,2223-052
54009.823,22000.0,6.626,0.601,2223-052
54009.836,22000.0,6.418,0.609,2223-052
54021.775,22000.0,7.429,0.517,2223-052
54021.788,22000.0,7.156,0.468,2223-052
54097.613,22000.0,6.203,0.58,2223-052
54097.626,22000.0,5.974,0.537,2223-052
54097.639,22000.0,6.133,0.547,2223-052
54097.653,22000.0,5.572,0.543,2223-052
54120.505,22000.0,6.276,0.435,2223-052
54120.518,22000.0,6.277,0.507,2223-052
54120.531,22000.0,6.287,0.6,2223-052
54120.545,22000.0,6.263,0.764,2223-052
54148.463,22000.0,6.534,0.511,2223-052
54148.476,22000.0,5.975,0.361,2223-052
54148.489,22000.0,6.291,0.376,2223-052
54148.502,22000.0,6.286,0.424,2223-052
54198.2,22000.0,7.374,0.747,2223-052
54198.213,22000.0,6.306,0.889,2223-052
54198.239,22000.0,6.957,0.818,2223-052
54219.215,22000.0,5.566,0.631,2223-052
54219.228,22000.0,6.243,0.481,2223-052
54274.97,22000.0,6.796,0.766,2223-052
54274.983,22000.0,7.388,0.747,2223-052
54274.996,22000.0,6.806,0.628,2223-052
54275.01,22000.0,6.224,0.584,2223-052
54288.122,22000.0,4.763,0.532,2223-052
54295.18,22000.0,6.413,0.597,2223-052
54295.193,22000.0,7.402,0.725,2223-052
54295.207,22000.0,5.548,0.621,2223-052
54323.966,22000.0,6.329,0.467,2223-052
54323.979,22000.0,7.285,0.549,2223-052
54323.993,22000.0,7.255,0.633,2223-052
54324.006,22000.0,7.113,0.538,2223-052
54345.972,22000.0,7.545,0.534,2223-052
54345.997,22000.0,8.604,1.001,2223-052
54346.011,22000.0,7.726,0.662,2223-052
54371.919,22000.0,8.786,0.565,2223-052
54371.929,22000.0,8.509,0.431,2223-052
54371.938,22000.0,9.067,0.576,2223-052
54456.577,22000.0,7.769,0.526,2223-052
54456.591,22000.0,9.196,0.536,2223-052
54456.604,22000.0,7.696,0.471,2223-052
54456.617,22000.0,7.95,0.487,2223-052
54460.596,22000.0,8.442,0.288,2223-052
54460.609,22000.0,8.594,0.287,2223-052
54478.557,22000.0,8.829,0.512,2223-052
54511.461,22000.0,8.506,0.45,2223-052
54511.474,22000.0,7.883,0.417,2223-052
54511.487,22000.0,8.358,0.435,2223-052
54511.5,22000.0,8.246,0.433,2223-052
54561.374,22000.0,7.873,0.359,2223-052
54561.383,22000.0,7.75,0.341,2223-052
54575.374,22000.0,6.021,0.691,2223-052
54604.284,22000.0,6.215,1.103,2223-052
54604.293,22000.0,8.572,0.902,2223-052
54640.152,22000.0,10.302,1.056,2223-052
54640.161,22000.0,9.468,0.988,2223-052
54652.078,22000.0,9.394,1.425,2223-052
54652.087,22000.0,10.377,1.571,2223-052
54666.03,22000.0,9.274,0.859,2223-052
54666.04,22000.0,8.715,0.813,2223-052
54686.983,22000.0,7.378,1.093,2223-052
54721.844,22000.0,7.982,1.606,2223-052
54721.854,22000.0,7.752,1.563,2223-052
54778.756,22000.0,7.804,2.121,2223-052
54911.459,22000.0,6.559,1.098,2223-052
54911.468,22000.0,6.978,1.108,2223-052
54952.424,22000.0,9.075,1.292,2223-052
55032.037,22000.0,9.115,0.801,2223-052
55032.046,22000.0,9.345,0.826,2223-052
55061.951,22000.0,9.9,1.138,2223-052
55098.89,22000.0,9.049,0.566,2223-052
55098.899,22000.0,8.865,0.576,2223-052
55120.804,22000.0,7.286,1.859,2223-052
55209.544,22000.0,8.013,0.739,2223-052
55209.554,22000.0,9.158,0.718,2223-052
53826.286,43000.0,4.712,1.564,2223-052
53827.286,43000.0,4.613,1.621,2223-052
53855.202,43000.0,4.915,1.098,2223-052
53879.161,43000.0,5.292,0.989,2223-052
53928.036,43000.0,5.152,0.848,2223-052
53950.952,43000.0,5.887,1.251,2223-052
53951.958,43000.0,5.832,1.224,2223-052
53952.952,43000.0,5.711,1.218,2223-052
53972.921,43000.0,5.222,1.221,2223-052
53998.827,43000.0,5.499,1.044,2223-052
53999.827,43000.0,5.554,1.047,2223-052
54000.827,43000.0,5.869,1.093,2223-052
54025.744,43000.0,4.436,1.205,2223-052
54277.077,43000.0,7.905,0.893,2223-052
54365.775,43000.0,8.546,0.898,2223-052
54365.827,43000.0,7.97,0.914,2223-052
54366.775,43000.0,7.913,0.866,2223-052
54366.827,43000.0,8.519,0.925,2223-052
54389.787,43000.0,9.365,0.935,2223-052
54390.734,43000.0,8.62,0.871,2223-052
54390.786,43000.0,8.864,0.923,2223-052
54421.741,43000.0,8.456,1.034,2223-052
54422.671,43000.0,8.032,1.01,2223-052
54424.619,43000.0,9.424,1.173,2223-052
54424.671,43000.0,8.222,1.024,2223-052
54434.627,43000.0,7.114,1.453,2223-052
54435.629,43000.0,7.593,1.525,2223-052
54437.619,43000.0,7.748,1.604,2223-052
54437.671,43000.0,7.353,1.261,2223-052
54479.534,43000.0,7.397,1.015,2223-052
54480.496,43000.0,7.318,1.03,2223-052
54480.546,43000.0,7.422,1.014,2223-052
54505.41,43000.0,6.585,0.981,2223-052
54506.411,43000.0,7.794,0.985,2223-052
54506.463,43000.0,7.937,0.949,2223-052
54507.411,43000.0,8.472,1.075,2223-052
54507.462,43000.0,7.284,0.864,2223-052
54523.369,43000.0,6.625,0.71,2223-052
54556.269,43000.0,6.926,0.742,2223-052
54556.296,43000.0,8.809,0.921,2223-052
54557.244,43000.0,5.9,0.639,2223-052
54557.297,43000.0,7.819,0.824,2223-052
54580.161,43000.0,7.891,0.76,2223-052
54580.213,43000.0,6.73,0.668,2223-052
54581.161,43000.0,7.503,0.715,2223-052
54581.213,43000.0,7.69,0.765,2223-052
54597.12,43000.0,9.296,1.05,2223-052
54597.169,43000.0,9.985,1.289,2223-052
54599.171,43000.0,7.056,0.789,2223-052
54611.077,43000.0,8.196,0.766,2223-052
54611.13,43000.0,8.335,0.818,2223-052
54612.077,43000.0,7.91,0.754,2223-052
54612.13,43000.0,8.05,0.773,2223-052
54613.077,43000.0,8.375,0.788,2223-052
54613.13,43000.0,7.806,0.766,2223-052
54641.994,43000.0,7.407,0.824,2223-052
54642.046,43000.0,7.632,0.929,2223-052
54643.046,43000.0,7.483,0.894,2223-052
54644.046,43000.0,7.666,0.904,2223-052
54658.952,43000.0,7.636,1.078,2223-052
54659.005,43000.0,6.525,1.029,2223-052
54659.953,43000.0,6.949,0.965,2223-052
54660.005,43000.0,7.737,1.181,2223-052
54679.965,43000.0,9.13,0.912,2223-052
54680.965,43000.0,8.825,0.887,2223-052
54681.965,43000.0,8.94,0.891,2223-052
54708.88,43000.0,8.932,0.962,2223-052
54709.88,43000.0,9.035,0.936,2223-052
54710.88,43000.0,8.627,0.941,2223-052
54743.734,43000.0,6.048,0.848,2223-052
54743.785,43000.0,7.862,1.133,2223-052
54744.734,43000.0,5.186,0.769,2223-052
54744.786,43000.0,6.998,1.034,2223-052
54745.734,43000.0,6.958,0.985,2223-052
54745.786,43000.0,8.103,1.158,2223-052
54779.619,43000.0,6.876,0.937,2223-052
54779.671,43000.0,7.7,1.082,2223-052
54780.618,43000.0,7.299,0.996,2223-052
54780.671,43000.0,7.5,1.053,2223-052
54781.619,43000.0,7.778,1.059,2223-052
54781.671,43000.0,8.101,1.138,2223-052
54807.619,43000.0,8.095,1.019,2223-052
54807.671,43000.0,7.69,0.971,2223-052
54808.671,43000.0,8.089,1.019,2223-052
54809.62,43000.0,8.338,1.05,2223-052
54841.496,43000.0,6.886,1.456,2223-052
54841.546,43000.0,6.578,1.076,2223-052
54842.495,43000.0,6.655,1.117,2223-052
54842.547,43000.0,6.299,1.02,2223-052
54877.411,43000.0,5.822,0.792,2223-052
54879.411,43000.0,5.021,0.683,2223-052
54879.463,43000.0,6.095,0.794,2223-052
54930.245,43000.0,5.92,0.605,2223-052
54930.296,43000.0,5.56,0.601,2223-052
54959.119,43000.0,6.22,0.666,2223-052
54959.171,43000.0,5.894,0.683,2223-052
54961.119,43000.0,6.116,0.641,2223-052
54961.171,43000.0,6.295,0.692,2223-052
55008.994,43000.0,7.383,0.788,2223-052
55009.046,43000.0,7.294,0.793,2223-052
55009.994,43000.0,6.37,0.727,2223-052
55010.046,43000.0,6.883,0.786,2223-052
55011.046,43000.0,6.367,0.712,2223-052
55167.619,43000.0,6.811,1.001,2223-052
55168.62,43000.0,6.269,0.923,2223-052
55168.671,43000.0,5.962,0.893,2223-052
55209.494,43000.0,5.68,0.677,2223-052
55209.546,43000.0,5.806,0.949,2223-052
53770.471,5000.0,5.012,0.132,2223-052
53770.48,5000.0,4.71,0.132,2223-052
53770.489,5000.0,4.821,0.158,2223-052
53826.345,5000.0,5.369,0.17,2223-052
53852.293,5000.0,5.471,0.226,2223-052
53852.302,5000.0,5.42,0.225,2223-052
53974.982,5000.0,5.855,0.146,2223-052
53974.991,5000.0,5.758,0.135,2223-052
54011.869,5000.0,5.774,0.102,2223-052
54011.878,5000.0,5.782,0.096,2223-052
54023.787,5000.0,5.819,0.149,2223-052
54023.797,5000.0,5.761,0.148,2223-052
54290.099,5000.0,5.673,0.081,2223-052
54290.108,5000.0,5.573,0.079,2223-052
54297.116,5000.0,5.551,0.154,2223-052
54297.126,5000.0,5.637,0.158,2223-052
54348.926,5000.0,5.607,0.163,2223-052
54348.935,5000.0,5.505,0.166,2223-052
54348.944,5000.0,5.549,0.166,2223-052
54348.954,5000.0,5.578,0.166,2223-052
54396.834,5000.0,5.459,0.13,2223-052
54396.843,5000.0,5.657,0.136,2223-052
54723.925,5000.0,6.323,0.16,2223-052
54723.934,5000.0,6.375,0.163,2223-052
54779.789,5000.0,6.525,0.15,2223-052
