MJD,Freq,Flux,Flux_err,Source
54322.642,22000.0,13.524,0.795,1253-055
54322.651,22000.0,16.132,0.83,1253-055
54322.66,22000.0,12.831,0.751,1253-055
54344.595,22000.0,16.176,0.724,1253-055
54344.612,22000.0,15.904,0.718,1253-055
54372.555,22000.0,20.686,0.533,1253-055
54372.564,22000.0,20.177,0.448,1253-055
54456.187,22000.0,22.345,1.147,1253-055
54456.197,22000.0,21.885,1.146,1253-055
54456.206,22000.0,20.816,1.085,1253-055
54461.243,22000.0,20.277,0.644,1253-055
54461.252,22000.0,20.179,0.696,1253-055
54478.193,22000.0,19.291,0.797,1253-055
54478.202,22000.0,19.307,0.798,1253-055
54478.212,22000.0,18.325,0.768,1253-055
54511.098,22000.0,19.104,0.993,1253-055
54511.108,22000.0,19.526,1.054,1253-055
54511.117,22000.0,18.627,1.045,1253-055
54560.91,22000.0,20.511,0.947,1253-055
54560.919,22000.0,20.012,0.934,1253-055
54603.792,22000.0,20.476,2.248,1253-055
54639.77,22000.0,18.799,1.891,1253-055
54639.779,22000.0,18.703,1.882,1253-055
54651.738,22000.0,19.932,3.014,1253-055
54651.748,22000.0,20.832,3.138,1253-055
54666.682,22000.0,20.569,1.866,1253-055
54666.691,22000.0,20.364,1.849,1253-055
54722.504,22000.0,19.947,3.998,1253-055
54778.385,22000.0,23.211,2.378,1253-055
54778.394,22000.0,21.846,2.247,1253-055
54816.288,22000.0,21.999,3.221,1253-055
54912.011,22000.0,16.87,1.746,1253-055
54912.02,22000.0,16.278,1.679,1253-055
54952.98,22000.0,16.924,1.35,1253-055
54952.989,22000.0,16.267,1.273,1253-055
55001.757,22000.0,12.424,1.694,1253-055
55001.766,22000.0,12.575,1.702,1253-055
55033.653,22000.0,10.788,1.056,1253-055
55033.663,22000.0,9.724,0.878,1253-055
55098.417,22000.0,13.8,0.928,1253-055
55098.426,22000.0,12.297,0.869,1253-055
55121.428,22000.0,13.7,1.115,1253-055
55121.437,22000.0,13.217,1.083,1253-055
55209.219,22000.0,14.512,0.759,1253-055
55209.229,22000.0,14.802,0.756,1253-055
53468.752,43000.0,21.268,2.151,1253-055
53468.794,43000.0,21.442,1.742,1253-055
53468.919,43000.0,19.084,1.351,1253-055
53468.96,43000.0,19.235,1.359,1253-055
53469.856,43000.0,18.479,1.337,1253-055
53469.919,43000.0,20.5,1.447,1253-055
53469.96,43000.0,20.235,1.43,1253-055
53470.044,43000.0,18.348,1.327,1253-055
53825.904,43000.0,20.409,6.464,1253-055
53826.901,43000.0,19.03,5.955,1253-055
53827.905,43000.0,22.84,7.596,1253-055
53854.734,43000.0,21.288,5.277,1253-055
53854.821,43000.0,21.559,3.614,1253-055
53855.821,43000.0,25.244,4.24,1253-055
53878.779,43000.0,18.241,2.944,1253-055
53913.696,43000.0,14.548,2.381,1253-055
53951.484,43000.0,20.293,4.665,1253-055
53951.572,43000.0,17.456,3.431,1253-055
53971.442,43000.0,21.86,5.839,1253-055
53971.531,43000.0,22.768,4.872,1253-055
53998.359,43000.0,16.469,3.444,1253-055
53998.447,43000.0,18.974,3.295,1253-055
53999.447,43000.0,18.097,3.11,1253-055
54000.359,43000.0,17.975,3.571,1253-055
54000.447,43000.0,17.947,3.18,1253-055
54025.364,43000.0,17.295,4.156,1253-055
54026.364,43000.0,15.754,3.766,1253-055
54277.609,43000.0,12.285,1.488,1253-055
54277.694,43000.0,12.995,1.467,1253-055
54321.483,43000.0,16.383,1.881,1253-055
54321.57,43000.0,15.501,1.733,1253-055
54322.484,43000.0,14.532,1.697,1253-055
54322.57,43000.0,12.889,1.462,1253-055
54361.429,43000.0,14.506,1.661,1253-055
54365.445,43000.0,13.653,1.574,1253-055
54366.359,43000.0,17.473,2.183,1253-055
54389.288,43000.0,20.663,2.05,1253-055
54389.317,43000.0,19.233,1.925,1253-055
54389.403,43000.0,18.566,1.881,1253-055
54423.202,43000.0,21.788,2.757,1253-055
54423.288,43000.0,22.437,2.756,1253-055
54424.291,43000.0,21.759,3.475,1253-055
54436.202,43000.0,19.062,5.171,1253-055
54436.288,43000.0,19.173,3.261,1253-055
54437.288,43000.0,18.28,3.112,1253-055
54453.161,43000.0,20.073,3.415,1253-055
54453.244,43000.0,17.095,2.632,1253-055
54453.252,43000.0,16.099,2.495,1253-055
54479.163,43000.0,19.212,2.688,1253-055
54480.078,43000.0,21.826,2.889,1253-055
54480.164,43000.0,20.683,2.821,1253-055
54504.99,43000.0,17.564,2.009,1253-055
54505.088,43000.0,16.283,1.981,1253-055
54505.981,43000.0,18.207,2.104,1253-055
54505.99,43000.0,17.607,2.055,1253-055
54506.075,43000.0,18.003,2.167,1253-055
54506.99,43000.0,16.387,1.906,1253-055
54507.088,43000.0,17.698,2.137,1253-055
54521.929,43000.0,15.899,1.663,1253-055
54521.942,43000.0,14.941,1.552,1253-055
54522.929,43000.0,20.461,2.105,1253-055
54522.942,43000.0,17.438,1.789,1253-055
54523.046,43000.0,17.859,1.912,1253-055
54523.931,43000.0,19.538,1.92,1253-055
54523.942,43000.0,17.553,1.772,1253-055
54556.804,43000.0,22.16,2.022,1253-055
54556.817,43000.0,22.604,2.086,1253-055
54556.921,43000.0,23.402,2.403,1253-055
54557.804,43000.0,19.594,1.807,1253-055
54557.817,43000.0,22.955,2.1,1253-055
54557.92,43000.0,21.253,2.221,1253-055
54579.838,43000.0,17.451,1.753,1253-055
54580.721,43000.0,15.488,1.439,1253-055
54580.838,43000.0,17.282,1.681,1253-055
54596.797,43000.0,19.512,2.172,1253-055
54597.797,43000.0,16.744,1.853,1253-055
54598.692,43000.0,21.144,2.445,1253-055
54598.797,43000.0,23.193,2.91,1253-055
54611.639,43000.0,19.776,1.73,1253-055
54611.651,43000.0,20.394,1.775,1253-055
54611.755,43000.0,18.976,1.849,1253-055
54612.755,43000.0,19.694,1.913,1253-055
54641.671,43000.0,17.522,2.155,1253-055
54643.671,43000.0,18.844,2.271,1253-055
54655.63,43000.0,21.125,3.188,1253-055
54659.521,43000.0,21.327,2.53,1253-055
54659.63,43000.0,23.468,3.556,1253-055
54660.522,43000.0,21.472,2.625,1253-055
54679.588,43000.0,17.462,1.822,1253-055
54680.473,43000.0,21.676,1.979,1253-055
54680.484,43000.0,19.402,1.757,1253-055
54680.588,43000.0,15.555,1.665,1253-055
54681.472,43000.0,19.174,1.759,1253-055
54681.484,43000.0,18.936,1.741,1253-055
54681.589,43000.0,16.407,1.701,1253-055
54682.472,43000.0,18.378,1.746,1253-055
54682.484,43000.0,16.695,1.605,1253-055
54682.588,43000.0,16.37,1.706,1253-055
54707.413,43000.0,19.154,1.904,1253-055
54708.398,43000.0,22.454,2.282,1253-055
54709.505,43000.0,19.523,2.03,1253-055
54743.402,43000.0,16.966,2.323,1253-055
54744.317,43000.0,17.007,2.182,1253-055
54744.403,43000.0,17.333,2.393,1253-055
54745.317,43000.0,16.35,2.092,1253-055
54745.404,43000.0,14.291,2.027,1253-055
54779.193,43000.0,18.53,2.454,1253-055
54779.202,43000.0,17.693,2.336,1253-055
54779.286,43000.0,18.154,2.525,1253-055
54780.193,43000.0,22.14,2.872,1253-055
54780.203,43000.0,20.119,2.643,1253-055
54780.286,43000.0,20.912,2.88,1253-055
54781.192,43000.0,21.969,2.861,1253-055
54781.203,43000.0,20.166,2.657,1253-055
54781.286,43000.0,18.884,2.665,1253-055
54808.193,43000.0,21.791,2.66,1253-055
54808.203,43000.0,22.969,2.852,1253-055
54808.286,43000.0,22.926,2.812,1253-055
54808.294,43000.0,23.167,2.842,1253-055
54809.193,43000.0,18.897,2.365,1253-055
54809.203,43000.0,19.406,2.433,1253-055
54809.286,43000.0,19.241,2.387,1253-055
54809.294,43000.0,19.442,2.483,1253-055
54841.078,43000.0,23.925,3.68,1253-055
54841.165,43000.0,21.092,3.054,1253-055
54877.088,43000.0,13.716,1.708,1253-055
54878.99,43000.0,13.991,1.732,1253-055
54879.088,43000.0,14.993,1.981,1253-055
54929.806,43000.0,12.661,1.169,1253-055
54929.817,43000.0,11.869,1.146,1253-055
54929.921,43000.0,12.625,1.26,1253-055
54930.804,43000.0,12.712,1.181,1253-055
54930.817,43000.0,12.233,1.143,1253-055
54930.921,43000.0,12.834,1.278,1253-055
54960.797,43000.0,12.302,1.37,1253-055
54961.797,43000.0,12.079,1.36,1253-055
55009.557,43000.0,9.969,0.981,1253-055
55009.567,43000.0,10.477,1.065,1253-055
55010.672,43000.0,10.621,1.185,1253-055
55011.567,43000.0,10.101,1.053,1253-055
55152.309,43000.0,12.389,1.449,1253-055
55157.269,43000.0,14.074,1.664,1253-055
55157.301,43000.0,13.97,1.658,1253-055
55161.297,43000.0,14.452,2.136,1253-055
55164.266,43000.0,19.768,2.822,1253-055
55164.297,43000.0,18.825,2.632,1253-055
55165.298,43000.0,17.739,2.837,1253-055
55166.266,43000.0,20.572,2.494,1253-055
55167.287,43000.0,15.214,2.565,1253-055
55168.196,43000.0,14.508,2.108,1253-055
55168.198,43000.0,15.162,2.197,1253-055
55168.287,43000.0,14.777,2.167,1253-055
55175.219,43000.0,18.317,2.278,1253-055
55177.223,43000.0,18.316,2.282,1253-055
55179.231,43000.0,17.257,2.163,1253-055
55187.19,43000.0,16.708,2.092,1253-055
55188.196,43000.0,18.393,2.21,1253-055
55188.228,43000.0,19.063,2.292,1253-055
55189.179,43000.0,17.984,2.2,1253-055
55210.16,43000.0,15.572,1.752,1253-055
55211.164,43000.0,16.055,1.736,1253-055
55212.102,43000.0,17.038,1.787,1253-055
55212.12,43000.0,17.116,1.806,1253-055
55214.099,43000.0,17.299,1.827,1253-055
55214.117,43000.0,16.273,1.74,1253-055
53355.306,5000.0,11.322,0.128,1253-055
53355.331,5000.0,11.325,0.125,1253-055
53355.386,5000.0,11.347,0.124,1253-055
53357.302,5000.0,11.258,0.124,1253-055
53357.333,5000.0,11.013,0.139,1253-055
53357.384,5000.0,11.323,0.174,1253-055
53358.302,5000.0,11.322,0.121,1253-055
53358.333,5000.0,11.34,0.124,1253-055
53358.384,5000.0,11.381,0.125,1253-055
53359.302,5000.0,11.364,0.123,1253-055
53359.333,5000.0,11.399,0.123,1253-055
53359.384,5000.0,11.221,0.125,1253-055
53382.169,5000.0,11.179,0.161,1253-055
53384.127,5000.0,11.257,0.163,1253-055
53385.127,5000.0,11.392,0.165,1253-055
53386.127,5000.0,11.339,0.164,1253-055
53387.129,5000.0,11.268,0.163,1253-055
53388.128,5000.0,11.327,0.163,1253-055
53389.127,5000.0,11.424,0.165,1253-055
53444.967,5000.0,11.602,0.195,1253-055
53445.967,5000.0,11.726,0.197,1253-055
53448.967,5000.0,11.719,0.196,1253-055
53449.967,5000.0,11.709,0.196,1253-055
53450.967,5000.0,11.677,0.196,1253-055
53454.955,5000.0,11.996,0.256,1253-055
53454.963,5000.0,12.184,0.259,1253-055
53456.871,5000.0,12.42,0.284,1253-055
53456.879,5000.0,12.25,0.273,1253-055
53478.85,5000.0,12.322,0.231,1253-055
53478.941,5000.0,12.234,0.229,1253-055
53510.717,5000.0,12.779,0.311,1253-055
53510.791,5000.0,12.436,0.297,1253-055
53543.889,5000.0,12.273,0.258,1253-055
53544.666,5000.0,12.199,0.256,1253-055
53544.781,5000.0,12.17,0.253,1253-055
53576.561,5000.0,12.07,0.31,1253-055
53577.692,5000.0,12.15,0.303,1253-055
53587.774,5000.0,12.544,0.326,1253-055
53605.614,5000.0,13.104,0.301,1253-055
53607.468,5000.0,13.082,0.301,1253-055
53639.39,5000.0,12.721,0.261,1253-055
53639.469,5000.0,12.657,0.26,1253-055
53724.222,5000.0,13.054,0.301,1253-055
53724.347,5000.0,12.996,0.299,1253-055
53750.298,5000.0,13.276,0.545,1253-055
53750.303,5000.0,13.477,0.551,1253-055
53753.323,5000.0,12.991,0.537,1253-055
53754.287,5000.0,12.987,0.532,1253-055
53754.293,5000.0,13.011,0.53,1253-055
53764.062,5000.0,12.603,0.336,1253-055
53766.181,5000.0,12.737,0.363,1253-055
53770.173,5000.0,12.904,0.21,1253-055
53770.182,5000.0,13.014,0.213,1253-055
53826.042,5000.0,12.399,0.344,1253-055
53826.05,5000.0,12.414,0.341,1253-055
53851.942,5000.0,12.171,0.474,1253-055
53851.952,5000.0,12.184,0.473,1253-055
53974.571,5000.0,11.77,0.265,1253-055
53974.58,5000.0,11.874,0.294,1253-055
54012.438,5000.0,12.279,0.638,1253-055
54012.447,5000.0,12.549,0.775,1253-055
54023.464,5000.0,12.919,0.402,1253-055
54023.474,5000.0,13.937,0.416,1253-055
54199.947,5000.0,13.395,0.254,1253-055
54199.956,5000.0,13.411,0.255,1253-055
54296.753,5000.0,12.777,0.401,1253-055
54296.762,5000.0,13.27,0.4,1253-055
54347.585,5000.0,12.507,0.362,1253-055
54347.594,5000.0,12.562,0.361,1253-055
54347.603,5000.0,12.252,0.355,1253-055
54374.462,5000.0,12.727,0.352,1253-055
54374.472,5000.0,12.846,0.337,1253-055
54668.571,5000.0,12.491,0.642,1253-055
54668.581,5000.0,12.208,0.568,1253-055
54689.532,5000.0,11.861,0.282,1253-055
54689.541,5000.0,11.942,0.3,1253-055
54779.43,5000.0,11.564,0.267,1253-055
54779.439,5000.0,11.499,0.274,1253-055
54912.966,5000.0,11.691,0.471,1253-055
54912.975,5000.0,11.847,0.479,1253-055
54953.942,5000.0,11.083,0.78,1253-055
54953.952,5000.0,11.422,0.703,1253-055
55002.789,5000.0,11.072,0.536,1253-055
55034.654,5000.0,10.169,0.447,1253-055
55034.664,5000.0,10.242,0.452,1253-055
55062.637,5000.0,9.949,0.401,1253-055
55062.647,5000.0,9.761,0.368,1253-055
55099.41,5000.0,8.511,0.205,1253-055
55122.46,5000.0,9.381,0.241,1253-055
55122.47,5000.0,9.264,0.243,1253-055
55210.172,5000.0,9.152,0.205,1253-055
55210.181,5000.0,9.133,0.207,1253-055
53383.083,8000.0,13.775,0.437,1253-055
53383.16,8000.0,13.544,0.43,1253-055
53412.988,8000.0,14.308,0.349,1253-055
53413.05,8000.0,14.204,0.346,1253-055
53451.971,8000.0,13.66,0.187,1253-055
53457.057,8000.0,13.727,0.43,1253-055
53457.065,8000.0,13.837,0.429,1253-055
53463.884,8000.0,13.862,0.208,1253-055
53463.967,8000.0,13.776,0.206,1253-055
53464.88,8000.0,13.765,0.208,1253-055
53464.968,8000.0,13.734,0.206,1253-055
53477.895,8000.0,14.081,0.396,1253-055
53477.903,8000.0,13.914,0.384,1253-055
53510.844,8000.0,13.891,0.342,1253-055
53510.947,8000.0,13.721,0.337,1253-055
53543.685,8000.0,13.279,0.921,1253-055
53544.856,8000.0,14.06,0.486,1253-055
53576.744,8000.0,14.129,0.318,1253-055
53577.621,8000.0,14.313,0.317,1253-055
53605.447,8000.0,14.85,0.497,1253-055
53605.54,8000.0,14.242,0.48,1253-055
53637.594,8000.0,14.671,0.307,1253-055
53638.398,8000.0,14.983,0.313,1253-055
53638.5,8000.0,14.475,0.302,1253-055
53721.169,8000.0,13.801,0.339,1253-055
53721.263,8000.0,13.746,0.331,1253-055
53722.366,8000.0,14.195,0.346,1253-055
53742.056,8000.0,14.069,0.314,1253-055
53742.144,8000.0,13.942,0.31,1253-055
53743.213,8000.0,13.792,0.295,1253-055
53744.23,8000.0,14.031,0.323,1253-055
53750.27,8000.0,14.412,0.372,1253-055
53750.276,8000.0,13.361,0.272,1253-055
53753.29,8000.0,14.312,0.244,1253-055
53753.296,8000.0,13.702,0.242,1253-055
53754.26,8000.0,13.777,0.233,1253-055
53754.266,8000.0,13.74,0.231,1253-055
53771.187,8000.0,13.636,0.521,1253-055
53779.015,8000.0,13.001,0.295,1253-055
53779.102,8000.0,12.949,0.292,1253-055
53805.051,8000.0,12.93,0.351,1253-055
53805.06,8000.0,13.027,0.357,1253-055
53830.995,8000.0,12.676,0.672,1253-055
53831.002,8000.0,12.883,0.659,1253-055
53850.936,8000.0,13.798,0.461,1253-055
53859.899,8000.0,13.862,0.322,1253-055
53860.877,8000.0,13.753,0.303,1253-055
53907.72,8000.0,15.227,0.423,1253-055
53956.581,8000.0,14.933,0.625,1253-055
53973.569,8000.0,14.823,0.367,1253-055
54011.456,8000.0,15.879,0.617,1253-055
54022.449,8000.0,15.467,0.67,1253-055
54037.432,8000.0,17.203,0.494,1253-055
54059.364,8000.0,18.704,1.396,1253-055
54080.331,8000.0,16.848,0.286,1253-055
54099.287,8000.0,16.516,0.368,1253-055
54150.138,8000.0,16.832,0.45,1253-055
54185.98,8000.0,16.093,0.972,1253-055
54198.947,8000.0,15.681,0.338,1253-055
54219.961,8000.0,15.264,0.42,1253-055
54275.713,8000.0,14.223,0.494,1253-055
54289.678,8000.0,13.877,0.226,1253-055
54295.742,8000.0,13.497,0.429,1253-055
54324.678,8000.0,13.557,0.42,1253-055
54343.582,8000.0,13.49,0.893,1253-055
54373.512,8000.0,13.386,0.336,1253-055
54421.368,8000.0,12.976,0.626,1253-055
54435.318,8000.0,14.111,0.251,1253-055
54477.225,8000.0,13.48,0.692,1253-055
54513.07,8000.0,13.627,0.365,1253-055
54575.883,8000.0,14.401,0.381,1253-055
54604.86,8000.0,14.225,0.373,1253-055
54640.721,8000.0,13.94,0.322,1253-055
54652.689,8000.0,13.03,0.531,1253-055
54667.658,8000.0,14.254,0.475,1253-055
54688.61,8000.0,14.487,0.352,1253-055
54723.518,8000.0,13.128,0.762,1253-055
54777.395,8000.0,13.771,0.345,1253-055
54952.016,8000.0,13.031,0.512,1253-055
55003.81,8000.0,11.795,0.454,1253-055
55035.781,8000.0,10.794,0.279,1253-055
55063.603,8000.0,10.717,0.133,1253-055
55076.607,8000.0,10.588,0.379,1253-055
55100.474,8000.0,10.422,0.682,1253-055
55123.46,8000.0,9.967,1.051,1253-055
55208.171,8000.0,10.117,0.414,1253-055
53509.836,22000.0,7.08,0.733,1334-127
53510.836,22000.0,6.788,0.691,1334-127
53637.458,22000.0,6.111,0.573,1334-127
53637.466,22000.0,5.688,0.482,1334-127
53638.622,22000.0,6.176,0.651,1334-127
53722.23,22000.0,5.302,0.407,1334-127
53722.238,22000.0,4.989,0.395,1334-127
53751.035,22000.0,5.153,0.282,1334-127
53772.221,22000.0,4.671,0.448,1334-127
53772.23,22000.0,4.237,0.427,1334-127
53772.238,22000.0,4.388,0.397,1334-127
53806.079,22000.0,4.848,0.495,1334-127
53806.088,22000.0,4.339,0.487,1334-127
53806.096,22000.0,4.254,0.47,1334-127
53850.02,22000.0,3.775,0.569,1334-127
53850.029,22000.0,4.27,0.512,1334-127
53861.965,22000.0,4.499,0.446,1334-127
53861.974,22000.0,4.658,0.464,1334-127
53955.699,22000.0,4.424,0.5,1334-127
53955.708,22000.0,4.818,0.52,1334-127
54010.5,22000.0,3.786,0.663,1334-127
54021.461,22000.0,5.962,0.52,1334-127
54021.47,22000.0,6.005,0.522,1334-127
54058.379,22000.0,5.693,0.623,1334-127
54058.388,22000.0,5.348,0.499,1334-127
54058.398,22000.0,5.157,0.429,1334-127
54058.407,22000.0,5.109,0.382,1334-127
54098.272,22000.0,5.15,0.52,1334-127
54098.281,22000.0,5.438,0.515,1334-127
54098.29,22000.0,5.035,0.686,1334-127
54098.299,22000.0,6.403,0.681,1334-127
54121.207,22000.0,5.426,0.761,1334-127
54121.216,22000.0,5.751,0.518,1334-127
54121.226,22000.0,6.414,0.596,1334-127
54121.235,22000.0,5.231,0.506,1334-127
54149.144,22000.0,5.86,0.573,1334-127
54149.153,22000.0,5.282,0.547,1334-127
54149.162,22000.0,4.149,0.503,1334-127
54149.171,22000.0,4.998,0.423,1334-127
54197.995,22000.0,4.528,0.789,1334-127
54198.004,22000.0,4.48,0.935,1334-127
54198.014,22000.0,4.502,0.754,1334-127
54219.019,22000.0,5.169,1.2,1334-127
54219.028,22000.0,7.172,0.757,1334-127
54274.691,22000.0,7.58,0.655,1334-127
54274.7,22000.0,7.246,0.722,1334-127
54274.709,22000.0,7.563,0.699,1334-127
54274.719,22000.0,6.212,0.605,1334-127
54288.731,22000.0,9.177,0.607,1334-127
54288.741,22000.0,8.208,0.577,1334-127
54294.749,22000.0,7.189,0.529,1334-127
54294.758,22000.0,6.736,0.507,1334-127
54323.618,22000.0,6.33,0.496,1334-127
54323.637,22000.0,7.997,0.587,1334-127
54345.586,22000.0,5.683,0.454,1334-127
54345.595,22000.0,6.016,0.524,1334-127
54345.605,22000.0,6.967,0.461,1334-127
54345.614,22000.0,7.705,0.483,1334-127
54372.512,22000.0,5.891,0.469,1334-127
54372.521,22000.0,6.21,0.38,1334-127
54457.296,22000.0,8.349,0.545,1334-127
54457.306,22000.0,9.497,0.62,1334-127
54457.315,22000.0,7.668,0.502,1334-127
54457.324,22000.0,7.601,0.586,1334-127
54461.283,22000.0,8.537,0.362,1334-127
54461.292,22000.0,7.855,0.339,1334-127
54479.255,22000.0,7.816,0.54,1334-127
54512.116,22000.0,6.415,0.451,1334-127
54512.125,22000.0,6.201,0.406,1334-127
54512.134,22000.0,5.893,0.358,1334-127
54512.143,22000.0,6.474,0.388,1334-127
54561.036,22000.0,7.361,0.852,1334-127
54576.978,22000.0,6.542,1.161,1334-127
54603.871,22000.0,5.622,1.86,1334-127
54603.88,22000.0,5.547,1.764,1334-127
54639.874,22000.0,5.138,0.567,1334-127
54639.883,22000.0,4.93,0.558,1334-127
54651.843,22000.0,6.84,1.081,1334-127
54651.852,22000.0,4.183,0.722,1334-127
54666.722,22000.0,7.012,0.663,1334-127
54666.731,22000.0,5.079,0.496,1334-127
54687.675,22000.0,6.114,0.76,1334-127
54687.684,22000.0,6.002,0.753,1334-127
54722.554,22000.0,4.077,1.328,1334-127
54778.425,22000.0,6.954,0.903,1334-127
54778.434,22000.0,6.68,0.903,1334-127
54816.328,22000.0,6.162,0.738,1334-127
54816.337,22000.0,6.522,0.722,1334-127
54912.051,22000.0,5.567,0.712,1334-127
54912.06,22000.0,6.822,0.884,1334-127
54953.02,22000.0,7.927,0.956,1334-127
54953.03,22000.0,8.309,0.937,1334-127
55001.798,22000.0,6.66,1.018,1334-127
55033.713,22000.0,6.511,0.742,1334-127
55098.564,22000.0,6.55,0.528,1334-127
55098.574,22000.0,5.343,0.47,1334-127
55121.49,22000.0,5.785,0.643,1334-127
55121.5,22000.0,6.094,0.833,1334-127
55209.282,22000.0,5.184,0.331,1334-127
55209.291,22000.0,4.748,0.415,1334-127
53825.838,43000.0,3.91,1.657,1334-127
53825.869,43000.0,3.775,1.431,1334-127
53826.838,43000.0,4.386,1.845,1334-127
53827.869,43000.0,4.103,1.624,1334-127
53854.786,43000.0,4.463,1.349,1334-127
53855.754,43000.0,4.217,2.285,1334-127
53855.786,43000.0,5.125,1.819,1334-127
53878.744,43000.0,1.66,0.703,1334-127
53913.661,43000.0,2.436,0.722,1334-127
53928.619,43000.0,1.938,0.621,1334-127
53951.504,43000.0,2.647,0.918,1334-127
53951.536,43000.0,2.436,0.771,1334-127
53971.463,43000.0,4.711,1.546,1334-127
53971.494,43000.0,5.401,1.634,1334-127
53998.411,43000.0,4.341,1.046,1334-127
53999.379,43000.0,3.646,0.975,1334-127
53999.411,43000.0,3.752,0.886,1334-127
54000.411,43000.0,3.949,0.929,1334-127
54026.327,43000.0,3.08,1.25,1334-127
54277.63,43000.0,7.723,1.119,1334-127
54277.661,43000.0,7.891,0.999,1334-127
54321.504,43000.0,8.505,1.223,1334-127
54321.536,43000.0,7.281,0.862,1334-127
54322.505,43000.0,5.985,0.814,1334-127
54322.536,43000.0,5.932,0.721,1334-127
54365.38,43000.0,12.176,1.42,1334-127
54366.377,43000.0,8.582,1.248,1334-127
54366.409,43000.0,11.694,1.321,1334-127
54389.338,43000.0,10.369,1.111,1334-127
54389.37,43000.0,9.711,1.058,1334-127
54390.335,43000.0,11.455,1.221,1334-127
54390.371,43000.0,11.514,1.155,1334-127
54422.224,43000.0,7.361,1.118,1334-127
54422.255,43000.0,7.761,1.048,1334-127
54423.223,43000.0,9.832,1.302,1334-127
54423.255,43000.0,10.207,1.329,1334-127
54437.256,43000.0,10.711,3.272,1334-127
54453.182,43000.0,7.677,1.252,1334-127
54453.213,43000.0,7.467,1.204,1334-127
54480.098,43000.0,10.007,1.349,1334-127
54480.128,43000.0,9.531,1.33,1334-127
54505.015,43000.0,7.713,0.881,1334-127
54505.047,43000.0,8.036,0.933,1334-127
54506.008,43000.0,7.899,0.924,1334-127
54506.037,43000.0,7.514,0.887,1334-127
54507.015,43000.0,6.938,0.806,1334-127
54507.047,43000.0,7.673,0.893,1334-127
54523.005,43000.0,7.763,0.804,1334-127
54556.848,43000.0,7.705,0.699,1334-127
54556.88,43000.0,7.993,0.761,1334-127
54557.849,43000.0,6.848,0.685,1334-127
54557.88,43000.0,8.261,0.798,1334-127
54579.765,43000.0,7.437,0.668,1334-127
54579.796,43000.0,6.228,0.61,1334-127
54580.797,43000.0,7.529,0.713,1334-127
54598.723,43000.0,8.89,1.149,1334-127
54598.754,43000.0,8.237,0.993,1334-127
54611.713,43000.0,5.13,0.491,1334-127
54612.713,43000.0,5.114,0.487,1334-127
54659.588,43000.0,6.96,0.912,1334-127
54660.557,43000.0,6.756,0.878,1334-127
54680.515,43000.0,4.545,0.462,1334-127
54680.546,43000.0,4.802,0.512,1334-127
54681.515,43000.0,5.769,0.525,1334-127
54681.546,43000.0,4.492,0.462,1334-127
54708.432,43000.0,7.0,0.801,1334-127
54708.464,43000.0,6.318,0.652,1334-127
54709.463,43000.0,8.439,0.912,1334-127
54710.463,43000.0,7.613,0.793,1334-127
54744.338,43000.0,6.409,0.83,1334-127
54744.369,43000.0,5.381,0.724,1334-127
54745.337,43000.0,5.63,0.771,1334-127
54745.369,43000.0,4.359,0.588,1334-127
54779.234,43000.0,5.111,0.683,1334-127
54779.255,43000.0,4.335,0.6,1334-127
54780.233,43000.0,5.96,0.802,1334-127
54780.255,43000.0,5.961,0.795,1334-127
54781.234,43000.0,5.97,0.813,1334-127
54781.255,43000.0,5.657,0.786,1334-127
54808.234,43000.0,8.415,1.055,1334-127
54808.255,43000.0,7.559,0.958,1334-127
54809.234,43000.0,7.14,0.93,1334-127
54809.255,43000.0,7.176,0.919,1334-127
54841.122,43000.0,5.112,1.138,1334-127
54842.098,43000.0,5.5,1.022,1334-127
54877.016,43000.0,6.499,0.878,1334-127
54877.046,43000.0,6.364,0.853,1334-127
54879.015,43000.0,6.59,0.916,1334-127
54879.046,43000.0,6.53,0.93,1334-127
54929.848,43000.0,6.305,0.582,1334-127
54929.88,43000.0,6.912,0.663,1334-127
54930.848,43000.0,7.081,0.651,1334-127
54930.88,43000.0,6.946,0.649,1334-127
54960.723,43000.0,6.364,0.613,1334-127
54960.755,43000.0,6.583,0.661,1334-127
54961.723,43000.0,4.845,0.485,1334-127
54961.755,43000.0,6.538,0.678,1334-127
55009.63,43000.0,4.974,0.566,1334-127
55011.597,43000.0,4.511,0.705,1334-127
55011.63,43000.0,4.803,0.539,1334-127
55167.234,43000.0,4.613,0.872,1334-127
55168.234,43000.0,5.535,0.819,1334-127
55168.234,43000.0,5.643,0.84,1334-127
55168.255,43000.0,5.085,0.787,1334-127
55210.109,43000.0,4.586,0.491,1334-127
55210.13,43000.0,4.83,0.52,1334-127
55211.109,43000.0,4.014,0.425,1334-127
53503.776,5000.0,5.217,0.146,1334-127
53503.883,5000.0,5.189,0.14,1334-127
53503.975,5000.0,5.194,0.138,1334-127
53504.769,5000.0,5.489,0.178,1334-127
53504.878,5000.0,5.21,0.141,1334-127
53504.971,5000.0,5.107,0.136,1334-127
53505.766,5000.0,4.979,0.137,1334-127
53505.875,5000.0,4.91,0.132,1334-127
53505.967,5000.0,4.938,0.133,1334-127
53544.685,5000.0,5.207,0.143,1334-127
53544.789,5000.0,5.089,0.134,1334-127
53576.569,5000.0,4.853,0.16,1334-127
