Source,Freq,MJD_1,MJD_2,MJD_diff,Flux_1,Flux_2,Flux_diff
2223-052,43000.0,54557.244,54599.171,41.92700000000332,5.9,7.056,1.1559999999999997
2223-052,43000.0,54557.297,54580.161,22.864000000001397,7.819,7.891,0.07200000000000006
2223-052,43000.0,54557.297,54580.213,22.916000000004715,7.819,6.73,-1.0889999999999995
2223-052,43000.0,54557.297,54581.161,23.864000000001397,7.819,7.503,-0.31599999999999984
2223-052,43000.0,54557.297,54581.213,23.916000000004715,7.819,7.69,-0.12899999999999956
2223-052,43000.0,54557.297,54597.12,39.82300000000396,7.819,9.296,1.4769999999999994
2223-052,43000.0,54557.297,54597.169,39.87200000000303,7.819,9.985,2.1659999999999995
2223-052,43000.0,54557.297,54599.171,41.874000000003434,7.819,7.056,-0.7629999999999999
2223-052,43000.0,54580.161,54597.12,16.95900000000256,7.891,9.296,1.4049999999999994
2223-052,43000.0,54580.161,54597.169,17.00800000000163,7.891,9.985,2.0939999999999994
2223-052,43000.0,54580.161,54599.171,19.010000000002037,7.891,7.056,-0.835
2223-052,43000.0,54580.161,54611.077,30.91599999999744,7.891,8.196,0.3049999999999997
2223-052,43000.0,54580.161,54611.13,30.968999999997322,7.891,8.335,0.44400000000000084
2223-052,43000.0,54580.161,54612.077,31.91599999999744,7.891,7.91,0.019000000000000128
2223-052,43000.0,54580.161,54612.13,31.968999999997322,7.891,8.05,0.1590000000000007
2223-052,43000.0,54580.161,54613.077,32.91599999999744,7.891,8.375,0.484
2223-052,43000.0,54580.161,54613.13,32.96899999999732,7.891,7.806,-0.08499999999999996
2223-052,43000.0,54580.213,54597.12,16.906999999999243,6.73,9.296,2.565999999999999
2223-052,43000.0,54580.213,54597.169,16.955999999998312,6.73,9.985,3.254999999999999
2223-052,43000.0,54580.213,54599.171,18.95799999999872,6.73,7.056,0.3259999999999996
2223-052,43000.0,54580.213,54611.077,30.86399999999412,6.73,8.196,1.4659999999999993
2223-052,43000.0,54580.213,54611.13,30.916999999994005,6.73,8.335,1.6050000000000004
2223-052,43000.0,54580.213,54612.077,31.86399999999412,6.73,7.91,1.1799999999999997
2223-052,43000.0,54580.213,54612.13,31.916999999994005,6.73,8.05,1.3200000000000003
2223-052,43000.0,54580.213,54613.077,32.86399999999412,6.73,8.375,1.6449999999999996
2223-052,43000.0,54580.213,54613.13,32.916999999994005,6.73,7.806,1.0759999999999996
2223-052,43000.0,54581.161,54597.12,15.959000000002561,7.503,9.296,1.7929999999999993
2223-052,43000.0,54581.161,54597.169,16.00800000000163,7.503,9.985,2.4819999999999993
2223-052,43000.0,54581.161,54599.171,18.010000000002037,7.503,7.056,-0.44700000000000006
2223-052,43000.0,54581.161,54611.077,29.91599999999744,7.503,8.196,0.6929999999999996
2223-052,43000.0,54581.161,54611.13,29.968999999997322,7.503,8.335,0.8320000000000007
2223-052,43000.0,54581.161,54612.077,30.91599999999744,7.503,7.91,0.40700000000000003
2223-052,43000.0,54581.161,54612.13,30.968999999997322,7.503,8.05,0.5470000000000006
2223-052,43000.0,54581.161,54613.077,31.91599999999744,7.503,8.375,0.8719999999999999
2223-052,43000.0,54581.161,54613.13,31.968999999997322,7.503,7.806,0.30299999999999994
2223-052,43000.0,54581.213,54597.12,15.906999999999243,7.69,9.296,1.605999999999999
2223-052,43000.0,54581.213,54597.169,15.955999999998312,7.69,9.985,2.294999999999999
2223-052,43000.0,54581.213,54599.171,17.95799999999872,7.69,7.056,-0.6340000000000003
2223-052,43000.0,54581.213,54611.077,29.86399999999412,7.69,8.196,0.5059999999999993
2223-052,43000.0,54581.213,54611.13,29.916999999994005,7.69,8.335,0.6450000000000005
2223-052,43000.0,54581.213,54612.077,30.86399999999412,7.69,7.91,0.21999999999999975
2223-052,43000.0,54581.213,54612.13,30.916999999994005,7.69,8.05,0.3600000000000003
2223-052,43000.0,54581.213,54613.077,31.86399999999412,7.69,8.375,0.6849999999999996
2223-052,43000.0,54581.213,54613.13,31.916999999994005,7.69,7.806,0.11599999999999966
2223-052,43000.0,54597.12,54612.13,15.009999999994761,9.296,8.05,-1.2459999999999987
2223-052,43000.0,54597.12,54613.077,15.956999999994878,9.296,8.375,-0.9209999999999994
2223-052,43000.0,54597.12,54613.13,16.00999999999476,9.296,7.806,-1.4899999999999993
2223-052,43000.0,54597.12,54641.994,44.87399999999616,9.296,7.407,-1.8889999999999993
2223-052,43000.0,54597.12,54642.046,44.925999999999476,9.296,7.632,-1.6639999999999997
2223-052,43000.0,54597.169,54613.077,15.907999999995809,9.985,8.375,-1.6099999999999994
2223-052,43000.0,54597.169,54613.13,15.960999999995693,9.985,7.806,-2.1789999999999994
2223-052,43000.0,54597.169,54641.994,44.82499999999709,9.985,7.407,-2.5779999999999994
2223-052,43000.0,54597.169,54642.046,44.87700000000041,9.985,7.632,-2.3529999999999998
2223-052,43000.0,54599.171,54641.994,42.82299999999668,7.056,7.407,0.351
2223-052,43000.0,54599.171,54642.046,42.875,7.056,7.632,0.5759999999999996
2223-052,43000.0,54599.171,54643.046,43.875,7.056,7.483,0.4269999999999996
2223-052,43000.0,54599.171,54644.046,44.875,7.056,7.666,0.6100000000000003
2223-052,43000.0,54611.077,54641.994,30.91700000000128,8.196,7.407,-0.7889999999999997
2223-052,43000.0,54611.077,54642.046,30.9690000000046,8.196,7.632,-0.5640000000000001
2223-052,43000.0,54611.077,54643.046,31.9690000000046,8.196,7.483,-0.7130000000000001
2223-052,43000.0,54611.077,54644.046,32.9690000000046,8.196,7.666,-0.5299999999999994
2223-052,43000.0,54611.13,54641.994,30.864000000001397,8.335,7.407,-0.9280000000000008
2223-052,43000.0,54611.13,54642.046,30.916000000004715,8.335,7.632,-0.7030000000000012
2223-052,43000.0,54611.13,54643.046,31.916000000004715,8.335,7.483,-0.8520000000000012
2223-052,43000.0,54611.13,54644.046,32.916000000004715,8.335,7.666,-0.6690000000000005
2223-052,43000.0,54612.077,54641.994,29.91700000000128,7.91,7.407,-0.5030000000000001
2223-052,43000.0,54612.077,54642.046,29.9690000000046,7.91,7.632,-0.27800000000000047
2223-052,43000.0,54612.077,54643.046,30.9690000000046,7.91,7.483,-0.4270000000000005
2223-052,43000.0,54612.077,54644.046,31.9690000000046,7.91,7.666,-0.24399999999999977
2223-052,43000.0,54612.13,54641.994,29.864000000001397,8.05,7.407,-0.6430000000000007
2223-052,43000.0,54612.13,54642.046,29.916000000004715,8.05,7.632,-0.41800000000000104
2223-052,43000.0,54612.13,54643.046,30.916000000004715,8.05,7.483,-0.5670000000000011
2223-052,43000.0,54612.13,54644.046,31.916000000004715,8.05,7.666,-0.38400000000000034
2223-052,43000.0,54613.077,54641.994,28.91700000000128,8.375,7.407,-0.968
2223-052,43000.0,54613.077,54642.046,28.9690000000046,8.375,7.632,-0.7430000000000003
2223-052,43000.0,54613.077,54643.046,29.9690000000046,8.375,7.483,-0.8920000000000003
2223-052,43000.0,54613.077,54644.046,30.9690000000046,8.375,7.666,-0.7089999999999996
2223-052,43000.0,54613.13,54641.994,28.864000000001397,7.806,7.407,-0.399
2223-052,43000.0,54613.13,54642.046,28.916000000004715,7.806,7.632,-0.17400000000000038
2223-052,43000.0,54613.13,54643.046,29.916000000004715,7.806,7.483,-0.3230000000000004
2223-052,43000.0,54613.13,54644.046,30.916000000004715,7.806,7.666,-0.13999999999999968
2223-052,43000.0,54641.994,54658.952,16.95799999999872,7.407,7.636,0.2290000000000001
2223-052,43000.0,54641.994,54659.005,17.010999999998603,7.407,6.525,-0.8819999999999997
2223-052,43000.0,54641.994,54659.953,17.95900000000256,7.407,6.949,-0.4580000000000002
2223-052,43000.0,54641.994,54660.005,18.010999999998603,7.407,7.737,0.33000000000000007
2223-052,43000.0,54641.994,54679.965,37.97099999999773,7.407,9.13,1.7230000000000008
2223-052,43000.0,54641.994,54680.965,38.97099999999773,7.407,8.825,1.4179999999999993
2223-052,43000.0,54641.994,54681.965,39.97099999999773,7.407,8.94,1.5329999999999995
2223-052,43000.0,54642.046,54658.952,16.9059999999954,7.632,7.636,0.004000000000000448
2223-052,43000.0,54642.046,54659.005,16.958999999995285,7.632,6.525,-1.1069999999999993
2223-052,43000.0,54642.046,54659.953,17.906999999999243,7.632,6.949,-0.6829999999999998
2223-052,43000.0,54642.046,54660.005,17.958999999995285,7.632,7.737,0.10500000000000043
2223-052,43000.0,54642.046,54679.965,37.91899999999441,7.632,9.13,1.498000000000001
2223-052,43000.0,54642.046,54680.965,38.91899999999441,7.632,8.825,1.1929999999999996
2223-052,43000.0,54642.046,54681.965,39.91899999999441,7.632,8.94,1.3079999999999998
2223-052,43000.0,54643.046,54658.952,15.905999999995402,7.483,7.636,0.15300000000000047
2223-052,43000.0,54643.046,54659.005,15.958999999995285,7.483,6.525,-0.9579999999999993
2223-052,43000.0,54643.046,54659.953,16.906999999999243,7.483,6.949,-0.5339999999999998
2223-052,43000.0,54643.046,54660.005,16.958999999995285,7.483,7.737,0.25400000000000045
2223-052,43000.0,54643.046,54679.965,36.91899999999441,7.483,9.13,1.6470000000000011
2223-052,43000.0,54643.046,54680.965,37.91899999999441,7.483,8.825,1.3419999999999996
2223-052,43000.0,54643.046,54681.965,38.91899999999441,7.483,8.94,1.4569999999999999
2223-052,43000.0,54644.046,54659.953,15.906999999999243,7.666,6.949,-0.7170000000000005
2223-052,43000.0,54644.046,54660.005,15.958999999995285,7.666,7.737,0.07099999999999973
2223-052,43000.0,54644.046,54679.965,35.91899999999441,7.666,9.13,1.4640000000000004
2223-052,43000.0,54644.046,54680.965,36.91899999999441,7.666,8.825,1.158999999999999
2223-052,43000.0,54644.046,54681.965,37.91899999999441,7.666,8.94,1.2739999999999991
2223-052,43000.0,54658.952,54679.965,21.01299999999901,7.636,9.13,1.4940000000000007
2223-052,43000.0,54658.952,54680.965,22.01299999999901,7.636,8.825,1.1889999999999992
2223-052,43000.0,54658.952,54681.965,23.01299999999901,7.636,8.94,1.3039999999999994
2223-052,43000.0,54659.005,54679.965,20.959999999999127,6.525,9.13,2.6050000000000004
2223-052,43000.0,54659.005,54680.965,21.959999999999127,6.525,8.825,2.299999999999999
2223-052,43000.0,54659.005,54681.965,22.959999999999127,6.525,8.94,2.414999999999999
2223-052,43000.0,54659.953,54679.965,20.01199999999517,6.949,9.13,2.181000000000001
2223-052,43000.0,54659.953,54680.965,21.01199999999517,6.949,8.825,1.8759999999999994
2223-052,43000.0,54659.953,54681.965,22.01199999999517,6.949,8.94,1.9909999999999997
2223-052,43000.0,54660.005,54679.965,19.959999999999127,7.737,9.13,1.3930000000000007
2223-052,43000.0,54660.005,54680.965,20.959999999999127,7.737,8.825,1.0879999999999992
2223-052,43000.0,54660.005,54681.965,21.959999999999127,7.737,8.94,1.2029999999999994
2223-052,43000.0,54679.965,54708.88,28.915000000000873,9.13,8.932,-0.1980000000000004
2223-052,43000.0,54679.965,54709.88,29.915000000000873,9.13,9.035,-0.09500000000000064
2223-052,43000.0,54679.965,54710.88,30.915000000000873,9.13,8.627,-0.5030000000000001
2223-052,43000.0,54680.965,54708.88,27.915000000000873,8.825,8.932,0.1070000000000011
2223-052,43000.0,54680.965,54709.88,28.915000000000873,8.825,9.035,0.21000000000000085
2223-052,43000.0,54680.965,54710.88,29.915000000000873,8.825,8.627,-0.19799999999999862
2223-052,43000.0,54681.965,54708.88,26.915000000000873,8.94,8.932,-0.007999999999999119
2223-052,43000.0,54681.965,54709.88,27.915000000000873,8.94,9.035,0.09500000000000064
2223-052,43000.0,54681.965,54710.88,28.915000000000873,8.94,8.627,-0.31299999999999883
2223-052,43000.0,54708.88,54743.734,34.85399999999936,8.932,6.048,-2.8840000000000003
2223-052,43000.0,54708.88,54743.785,34.90500000000611,8.932,7.862,-1.0700000000000003
2223-052,43000.0,54708.88,54744.734,35.85399999999936,8.932,5.186,-3.7460000000000004
2223-052,43000.0,54708.88,54744.786,35.90600000000268,8.932,6.998,-1.9340000000000002
2223-052,43000.0,54708.88,54745.734,36.85399999999936,8.932,6.958,-1.9740000000000002
2223-052,43000.0,54708.88,54745.786,36.90600000000268,8.932,8.103,-0.8290000000000006
2223-052,43000.0,54709.88,54743.734,33.85399999999936,9.035,6.048,-2.987
2223-052,43000.0,54709.88,54743.785,33.90500000000611,9.035,7.862,-1.173
2223-052,43000.0,54709.88,54744.734,34.85399999999936,9.035,5.186,-3.849
2223-052,43000.0,54709.88,54744.786,34.90600000000268,9.035,6.998,-2.037
2223-052,43000.0,54709.88,54745.734,35.85399999999936,9.035,6.958,-2.077
2223-052,43000.0,54709.88,54745.786,35.90600000000268,9.035,8.103,-0.9320000000000004
2223-052,43000.0,54710.88,54743.734,32.85399999999936,8.627,6.048,-2.5790000000000006
2223-052,43000.0,54710.88,54743.785,32.90500000000611,8.627,7.862,-0.7650000000000006
2223-052,43000.0,54710.88,54744.734,33.85399999999936,8.627,5.186,-3.4410000000000007
2223-052,43000.0,54710.88,54744.786,33.90600000000268,8.627,6.998,-1.6290000000000004
2223-052,43000.0,54710.88,54745.734,34.85399999999936,8.627,6.958,-1.6690000000000005
2223-052,43000.0,54710.88,54745.786,34.90600000000268,8.627,8.103,-0.5240000000000009
2223-052,43000.0,54743.734,54779.619,35.88500000000204,6.048,6.876,0.8280000000000003
2223-052,43000.0,54743.734,54779.671,35.937000000005355,6.048,7.7,1.6520000000000001
2223-052,43000.0,54743.734,54780.618,36.88400000000547,6.048,7.299,1.2510000000000003
2223-052,43000.0,54743.734,54780.671,36.937000000005355,6.048,7.5,1.452
2223-052,43000.0,54743.734,54781.619,37.88500000000204,6.048,7.778,1.7299999999999995
2223-052,43000.0,54743.734,54781.671,37.937000000005355,6.048,8.101,2.053000000000001
2223-052,43000.0,54743.785,54779.619,35.833999999995285,7.862,6.876,-0.9859999999999998
2223-052,43000.0,54743.785,54779.671,35.8859999999986,7.862,7.7,-0.16199999999999992
2223-052,43000.0,54743.785,54780.618,36.83299999999872,7.862,7.299,-0.5629999999999997
2223-052,43000.0,54743.785,54780.671,36.8859999999986,7.862,7.5,-0.3620000000000001
2223-052,43000.0,54743.785,54781.619,37.833999999995285,7.862,7.778,-0.08400000000000052
2223-052,43000.0,54743.785,54781.671,37.8859999999986,7.862,8.101,0.23900000000000077
2223-052,43000.0,54744.734,54779.619,34.88500000000204,5.186,6.876,1.6900000000000004
2223-052,43000.0,54744.734,54779.671,34.937000000005355,5.186,7.7,2.5140000000000002
2223-052,43000.0,54744.734,54780.618,35.88400000000547,5.186,7.299,2.1130000000000004
2223-052,43000.0,54744.734,54780.671,35.937000000005355,5.186,7.5,2.314
2223-052,43000.0,54744.734,54781.619,36.88500000000204,5.186,7.778,2.5919999999999996
2223-052,43000.0,54744.734,54781.671,36.937000000005355,5.186,8.101,2.915000000000001
2223-052,43000.0,54744.786,54779.619,34.83299999999872,6.998,6.876,-0.12199999999999989
2223-052,43000.0,54744.786,54779.671,34.88500000000204,6.998,7.7,0.702
2223-052,43000.0,54744.786,54780.618,35.832000000002154,6.998,7.299,0.30100000000000016
2223-052,43000.0,54744.786,54780.671,35.88500000000204,6.998,7.5,0.5019999999999998
2223-052,43000.0,54744.786,54781.619,36.83299999999872,6.998,7.778,0.7799999999999994
2223-052,43000.0,54744.786,54781.671,36.88500000000204,6.998,8.101,1.1030000000000006
2223-052,43000.0,54745.734,54779.619,33.88500000000204,6.958,6.876,-0.08199999999999985
2223-052,43000.0,54745.734,54779.671,33.937000000005355,6.958,7.7,0.742
2223-052,43000.0,54745.734,54780.618,34.88400000000547,6.958,7.299,0.3410000000000002
2223-052,43000.0,54745.734,54780.671,34.937000000005355,6.958,7.5,0.5419999999999998
2223-052,43000.0,54745.734,54781.619,35.88500000000204,6.958,7.778,0.8199999999999994
2223-052,43000.0,54745.734,54781.671,35.937000000005355,6.958,8.101,1.1430000000000007
2223-052,43000.0,54745.786,54779.619,33.83299999999872,8.103,6.876,-1.2269999999999994
2223-052,43000.0,54745.786,54779.671,33.88500000000204,8.103,7.7,-0.4029999999999996
2223-052,43000.0,54745.786,54780.618,34.832000000002154,8.103,7.299,-0.8039999999999994
2223-052,43000.0,54745.786,54780.671,34.88500000000204,8.103,7.5,-0.6029999999999998
2223-052,43000.0,54745.786,54781.619,35.83299999999872,8.103,7.778,-0.3250000000000002
2223-052,43000.0,54745.786,54781.671,35.88500000000204,8.103,8.101,-0.0019999999999988916
2223-052,43000.0,54779.619,54807.619,28.0,6.876,8.095,1.2190000000000003
2223-052,43000.0,54779.619,54807.671,28.052000000003318,6.876,7.69,0.8140000000000001
2223-052,43000.0,54779.619,54808.671,29.052000000003318,6.876,8.089,1.213
2223-052,43000.0,54779.619,54809.62,30.00100000000384,6.876,8.338,1.4619999999999989
2223-052,43000.0,54779.671,54807.619,27.947999999996682,7.7,8.095,0.39500000000000046
2223-052,43000.0,54779.671,54807.671,28.0,7.7,7.69,-0.009999999999999787
2223-052,43000.0,54779.671,54808.671,29.0,7.7,8.089,0.38900000000000023
2223-052,43000.0,54779.671,54809.62,29.949000000000524,7.7,8.338,0.637999999999999
2223-052,43000.0,54780.618,54807.619,27.000999999996566,7.299,8.095,0.7960000000000003
2223-052,43000.0,54780.618,54807.671,27.052999999999884,7.299,7.69,0.391
2223-052,43000.0,54780.618,54808.671,28.052999999999884,7.299,8.089,0.79
2223-052,43000.0,54780.618,54809.62,29.002000000000407,7.299,8.338,1.0389999999999988
2223-052,43000.0,54780.671,54807.619,26.947999999996682,7.5,8.095,0.5950000000000006
2223-052,43000.0,54780.671,54807.671,27.0,7.5,7.69,0.1900000000000004
2223-052,43000.0,54780.671,54808.671,28.0,7.5,8.089,0.5890000000000004
2223-052,43000.0,54780.671,54809.62,28.949000000000524,7.5,8.338,0.8379999999999992
2223-052,43000.0,54781.619,54807.619,26.0,7.778,8.095,0.31700000000000106
2223-052,43000.0,54781.619,54807.671,26.052000000003318,7.778,7.69,-0.08799999999999919
2223-052,43000.0,54781.619,54808.671,27.052000000003318,7.778,8.089,0.31100000000000083
2223-052,43000.0,54781.619,54809.62,28.00100000000384,7.778,8.338,0.5599999999999996
2223-052,43000.0,54781.671,54807.619,25.947999999996682,8.101,8.095,-0.006000000000000227
2223-052,43000.0,54781.671,54807.671,26.0,8.101,7.69,-0.4110000000000005
2223-052,43000.0,54781.671,54808.671,27.0,8.101,8.089,-0.012000000000000455
2223-052,43000.0,54781.671,54809.62,27.949000000000524,8.101,8.338,0.23699999999999832
2223-052,43000.0,54807.619,54841.496,33.87700000000041,8.095,6.886,-1.2090000000000005
2223-052,43000.0,54807.619,54841.546,33.92700000000332,8.095,6.578,-1.5170000000000003
2223-052,43000.0,54807.619,54842.495,34.87600000000384,8.095,6.655,-1.4400000000000004
2223-052,43000.0,54807.619,54842.547,34.927999999999884,8.095,6.299,-1.7960000000000003
2223-052,43000.0,54807.671,54841.496,33.82499999999709,7.69,6.886,-0.8040000000000003
2223-052,43000.0,54807.671,54841.546,33.875,7.69,6.578,-1.112
2223-052,43000.0,54807.671,54842.495,34.824000000000524,7.69,6.655,-1.0350000000000001
2223-052,43000.0,54807.671,54842.547,34.875999999996566,7.69,6.299,-1.391
2223-052,43000.0,54808.671,54841.496,32.82499999999709,8.089,6.886,-1.2030000000000003
2223-052,43000.0,54808.671,54841.546,32.875,8.089,6.578,-1.5110000000000001
2223-052,43000.0,54808.671,54842.495,33.824000000000524,8.089,6.655,-1.4340000000000002
2223-052,43000.0,54808.671,54842.547,33.875999999996566,8.089,6.299,-1.79
2223-052,43000.0,54809.62,54841.496,31.875999999996566,8.338,6.886,-1.451999999999999
2223-052,43000.0,54809.62,54841.546,31.925999999999476,8.338,6.578,-1.759999999999999
2223-052,43000.0,54809.62,54842.495,32.875,8.338,6.655,-1.682999999999999
2223-052,43000.0,54809.62,54842.547,32.92699999999604,8.338,6.299,-2.038999999999999
2223-052,43000.0,54841.496,54877.411,35.91500000000087,6.886,5.822,-1.064
2223-052,43000.0,54841.496,54879.411,37.91500000000087,6.886,5.021,-1.8650000000000002
2223-052,43000.0,54841.496,54879.463,37.96700000000419,6.886,6.095,-0.7910000000000004
2223-052,43000.0,54841.546,54877.411,35.86499999999796,6.578,5.822,-0.7560000000000002
2223-052,43000.0,54841.546,54879.411,37.86499999999796,6.578,5.021,-1.5570000000000004
2223-052,43000.0,54841.546,54879.463,37.91700000000128,6.578,6.095,-0.48300000000000054
2223-052,43000.0,54842.495,54877.411,34.91599999999744,6.655,5.822,-0.8330000000000002
2223-052,43000.0,54842.495,54879.411,36.91599999999744,6.655,5.021,-1.6340000000000003
2223-052,43000.0,54842.495,54879.463,36.96800000000076,6.655,6.095,-0.5600000000000005
2223-052,43000.0,54842.547,54877.411,34.8640000000014,6.299,5.822,-0.4770000000000003
2223-052,43000.0,54842.547,54879.411,36.8640000000014,6.299,5.021,-1.2780000000000005
2223-052,43000.0,54842.547,54879.463,36.916000000004715,6.299,6.095,-0.20400000000000063
2223-052,43000.0,54930.245,54959.119,28.87399999999616,5.92,6.22,0.2999999999999998
2223-052,43000.0,54930.245,54959.171,28.925999999999476,5.92,5.894,-0.0259999999999998
2223-052,43000.0,54930.245,54961.119,30.87399999999616,5.92,6.116,0.19599999999999973
2223-052,43000.0,54930.245,54961.171,30.925999999999476,5.92,6.295,0.375
2223-052,43000.0,54930.296,54959.119,28.822999999996682,5.56,6.22,0.6600000000000001
2223-052,43000.0,54930.296,54959.171,28.875,5.56,5.894,0.3340000000000005
2223-052,43000.0,54930.296,54961.119,30.822999999996682,5.56,6.116,0.556
2223-052,43000.0,54930.296,54961.171,30.875,5.56,6.295,0.7350000000000003
2223-052,43000.0,55167.619,55209.494,41.875,6.811,5.68,-1.1310000000000002
2223-052,43000.0,55167.619,55209.546,41.92700000000332,6.811,5.806,-1.005
2223-052,43000.0,55168.62,55209.494,40.87399999999616,6.269,5.68,-0.5890000000000004
2223-052,43000.0,55168.62,55209.546,40.925999999999476,6.269,5.806,-0.4630000000000001
2223-052,43000.0,55168.671,55209.494,40.82299999999668,5.962,5.68,-0.28200000000000003
2223-052,43000.0,55168.671,55209.546,40.875,5.962,5.806,-0.1559999999999997
2230+114,5000.0,53478.177,53511.078,32.90099999999802,4.311,4.496,0.1850000000000005
2230+114,5000.0,53478.177,53511.332,33.154999999998836,4.311,4.376,0.06500000000000039
2230+114,5000.0,53478.185,53511.078,32.89300000000367,4.239,4.496,0.25700000000000056
2230+114,5000.0,53478.185,53511.332,33.14700000000448,4.239,4.376,0.13700000000000045
2230+114,5000.0,53478.485,53511.078,32.59300000000076,4.227,4.496,0.26900000000000013
2230+114,5000.0,53478.485,53511.332,32.84700000000157,4.227,4.376,0.14900000000000002
2230+114,5000.0,53511.078,53544.005,32.92699999999604,4.496,4.327,-0.16900000000000048
2230+114,5000.0,53511.078,53544.318,33.23999999999796,4.496,4.405,-0.09100000000000019
2230+114,5000.0,53511.078,53545.132,34.05399999999645,4.496,4.519,0.022999999999999687
2230+114,5000.0,53511.332,53544.005,32.67299999999523,4.376,4.327,-0.04900000000000038
2230+114,5000.0,53511.332,53544.318,32.98599999999715,4.376,4.405,0.028999999999999915
2230+114,5000.0,53511.332,53545.132,33.799999999995634,4.376,4.519,0.1429999999999998
2230+114,5000.0,53544.005,53577.016,33.01100000000588,4.327,4.562,0.23500000000000032
2230+114,5000.0,53544.005,53578.083,34.07800000000134,4.327,4.489,0.16199999999999992
2230+114,5000.0,53544.005,53587.946,43.94100000000617,4.327,4.574,0.2469999999999999
2230+114,5000.0,53544.318,53577.016,32.69800000000396,4.405,4.562,0.15700000000000003
2230+114,5000.0,53544.318,53578.083,33.76499999999942,4.405,4.489,0.08399999999999963
2230+114,5000.0,53544.318,53587.946,43.62800000000425,4.405,4.574,0.1689999999999996
2230+114,5000.0,53545.132,53577.016,31.88400000000547,4.519,4.562,0.04300000000000015
2230+114,5000.0,53545.132,53578.083,32.95100000000093,4.519,4.489,-0.03000000000000025
2230+114,5000.0,53545.132,53587.946,42.81400000000576,4.519,4.574,0.054999999999999716
2230+114,5000.0,53577.016,53606.032,29.015999999995984,4.562,4.634,0.07200000000000006
2230+114,5000.0,53578.083,53606.032,27.949000000000524,4.489,4.634,0.14500000000000046
2230+114,5000.0,53587.946,53606.032,18.085999999995693,4.574,4.634,0.0600000000000005
2230+114,5000.0,53606.032,53638.937,32.904999999998836,4.634,4.55,-0.08400000000000052
2230+114,5000.0,53606.032,53639.764,33.73200000000361,4.634,4.598,-0.036000000000000476
2230+114,5000.0,53606.032,53639.891,33.859000000004016,4.634,4.59,-0.04400000000000048
2230+114,5000.0,53606.032,53640.047,34.01499999999942,4.634,4.498,-0.13600000000000012
2230+114,5000.0,53826.363,53852.312,25.949000000000524,4.989,4.968,-0.020999999999999908
2230+114,5000.0,53826.363,53852.321,25.958000000005995,4.989,5.14,0.1509999999999998
2230+114,5000.0,53975.001,54011.888,36.887000000002445,5.18,4.668,-0.5119999999999996
2230+114,5000.0,53975.001,54011.898,36.89700000000448,5.18,4.74,-0.4399999999999995
2230+114,5000.0,53975.01,54011.888,36.87799999999697,5.05,4.668,-0.3819999999999997
2230+114,5000.0,53975.01,54011.898,36.88799999999901,5.05,4.74,-0.3099999999999996
2230+114,5000.0,54912.438,54953.409,40.97099999999773,4.31,4.849,0.5390000000000006
2230+114,5000.0,54912.438,54953.419,40.98099999999977,4.31,4.882,0.5720000000000001
2230+114,5000.0,54912.447,54953.409,40.961999999999534,4.141,4.849,0.7080000000000002
2230+114,5000.0,54912.447,54953.419,40.97200000000157,4.141,4.882,0.7409999999999997
2230+114,5000.0,55003.153,55034.096,30.9429999999993,4.75,5.043,0.29300000000000015
2230+114,5000.0,55003.162,55034.096,30.934000000001106,4.68,5.043,0.36300000000000043
2230+114,5000.0,55034.096,55063.058,28.961999999999534,5.043,5.328,0.28500000000000014
2230+114,5000.0,55063.058,55099.863,36.80500000000029,5.328,5.32,-0.008000000000000007
2230+114,5000.0,55063.058,55099.873,36.81500000000233,5.328,5.344,0.016000000000000014
2230+114,5000.0,55099.863,55121.852,21.989000000001397,5.32,5.618,0.29800000000000004
2230+114,5000.0,55099.863,55121.862,21.999000000003434,5.32,5.466,0.1459999999999999
2230+114,5000.0,55099.873,55121.852,21.97899999999936,5.344,5.618,0.274
2230+114,5000.0,55099.873,55121.862,21.989000000001397,5.344,5.466,0.12199999999999989
2230+114,5075.0,56702.40774,56745.29328,42.88553999999567,4.2801,4.259,-0.021099999999999675
2230+114,5075.0,56702.40774,56745.38912,42.98137999999744,4.2801,4.0722,-0.20790000000000042
2230+114,5075.0,56702.43711,56745.29328,42.85616999999911,4.2331,4.259,0.025900000000000034
2230+114,5075.0,56702.43711,56745.38912,42.95201000000088,4.2331,4.0722,-0.1609000000000007
2230+114,5075.0,57239.88104,57275.84562,35.96457999999984,4.5981,4.3113,-0.2867999999999995
2230+114,5075.0,57275.84562,57300.79125,24.945630000001984,4.3113,4.3711,0.059800000000000075
2230+114,5075.0,57526.31447,57560.11199,33.79752000000008,4.157,4.1179,-0.03910000000000036
2230+114,5075.0,57560.11199,57581.96789,21.855900000002293,4.1179,4.0478,-0.07010000000000005
2230+114,5075.0,57720.50144,57738.59057,18.089130000000296,3.9454,3.942,-0.0033999999999996255
2230+114,5075.0,57720.50144,57738.71356,18.212119999996503,3.9454,3.7522,-0.1931999999999996
2230+114,5075.0,57720.50144,57739.5829,19.081460000001243,3.9454,3.8047,-0.14069999999999983
2230+114,5075.0,57720.64371,57738.59057,17.946860000003653,4.0848,3.942,-0.14280000000000026
2230+114,5075.0,57720.64371,57738.71356,18.06984999999986,4.0848,3.7522,-0.33260000000000023
2230+114,5075.0,57720.64371,57739.5829,18.9391900000046,4.0848,3.8047,-0.28010000000000046
2230+114,5125.0,55916.6875,55943.44141,26.75390999999945,4.2432,4.3348,0.09160000000000057
